# W2 W3 ItemPileOneAvg DistanceTraveledPerBot DistanceTraveled TripCount OrderThroughputTimeAvg OrderTurnoverTimeAvg OrderPileOneAvg OrdersHandled 
0.058 0.058 7.382421023965141 857.2135759455937 5143.281455673562 312 96.55632104354555 451.4598688066198 4.791394335511982 486
0.10800000000000001 0.10800000000000001 7.611073975044563 844.0910029810508 5064.546017886305 301 91.25420771981773 443.42106050718115 5.04998514557338 499
0.15800000000000003 0.15800000000000003 8.074074074074074 816.4662632657443 4898.797579594466 301 94.69665226417983 451.3124756666419 5.178016726403823 498
0.20800000000000002 0.20800000000000002 8.075681643625193 819.4658233581916 4916.79494014915 305 101.34431062912824 447.74295195569124 5.166705069124423 503
0.258 0.258 7.677714646464646 849.7872551985905 5098.723531191543 305 93.81945731074799 442.5395521259912 5.043244949494949 494
0.308 0.308 7.887045570916539 828.1952396964552 4969.1714381787315 310 91.18080977926958 441.39652074651923 5.09762137504073 501
0.358 0.358 7.212542412542412 851.9374886669066 5111.624932001439 320 92.20385905099205 427.9780688172896 4.728037128037128 494
0.408 0.408 7.4855699855699855 818.6951277843204 4912.170766705923 301 102.18274287201248 458.43239840750164 4.997691197691197 485
0.45799999999999996 0.45799999999999996 8.047426470588235 817.5683534578876 4905.410120747326 294 95.40843636342302 463.49834686136154 5.155964052287582 492
0.058 0.27199999999999996 7.745710784313726 837.334030199574 5024.004181197444 304 89.62254926207459 448.7268033700175 5.023897058823529 491
0.10800000000000001 0.32199999999999995 8.23939393939394 817.1309845454949 4902.78590727297 288 89.2928279818888 413.04985451053045 5.456565656565657 505
0.15800000000000003 0.37199999999999994 7.584558823529412 826.36062870531 4958.16377223186 303 91.0020159512934 439.46803483810385 4.949754901960785 484
0.20800000000000002 0.42199999999999993 7.924700635386119 830.5018652283574 4983.011191370144 299 88.37595526333416 463.34910574391074 5.147706907787554 493
0.258 0.4719999999999999 7.429057734204792 836.0003872942375 5016.002323765425 313 80.08684641118424 411.4854998924085 4.970179738562091 504
0.308 0.5219999999999999 7.724598930481284 846.7685459909779 5080.611275945867 311 91.73257572810462 440.0486412782519 4.965537730243613 496
