Tag;Instance;Setting;Config;Seed;Timestamp
1, 0.058, 0.058, 0.091, 0.186, 0.683;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;1;20240613-094800
1, 0.058, 0.058, 0.091, 0.186, 0.683;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;2;20240613-094801
1, 0.058, 0.058, 0.091, 0.186, 0.683;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;3;20240613-094803
1, 0.058, 0.058, 0.096, 0.186, 0.671;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;1;20240613-094804
1, 0.058, 0.058, 0.096, 0.186, 0.671;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;2;20240613-094806
1, 0.058, 0.058, 0.096, 0.186, 0.671;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;3;20240613-094807
1, 0.058, 0.058, 0.084, 0.229, 0.692;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;1;20240613-094809
1, 0.058, 0.058, 0.084, 0.229, 0.692;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;2;20240613-094810
1, 0.058, 0.058, 0.084, 0.229, 0.692;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;3;20240613-094811
1, 0.058, 0.27199999999999996, 0.107, 1.0, 0.4;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;1;20240613-094813
1, 0.058, 0.27199999999999996, 0.107, 1.0, 0.4;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;2;20240613-094814
