#TimeStamp;TripTime;Type
31;12;O
31;10;O
35;17;O
44;23;O
57;14;O
66;20;O
82;13;O
109;14;O
115;28;O
154;19;O
169;19;O
174;20;O
205;15;O
212;17;O
214;30;O
254;24;O
283;17;O
293;24;O
297;14;O
300;25;O
328;11;O
336;20;O
365;23;O
375;22;O
401;20;O
429;18;O
448;23;O
460;20;O
502;21;O
504;21;O
508;18;O
553;16;O
555;22;O
565;27;O
607;19;O
612;22;O
627;17;O
658;7;O
675;13;O
686;19;O
708;12;O
741;21;O
757;29;O
775;26;O
788;24;O
807;25;O
820;16;O
845;14;O
855;25;O
876;22;O
884;14;O
916;24;O
928;23;O
951;15;O
977;6;O
980;21;O
1021;25;O
1025;19;O
1031;14;O
1059;23;O
1097;22;O
1101;20;O
1129;35;O
1145;18;O
1181;22;O
1191;26;O
1202;17;O
1222;25;O
1232;39;O
1249;17;O
1286;16;O
1319;26;O
1325;24;O
1360;11;O
1395;38;O
1402;21;O
1417;19;O
1432;17;O
1465;11;O
1466;32;O
1480;23;O
1496;17;O
1507;24;O
1555;22;O
1560;19;O
1566;21;O
1591;17;O
1602;24;O
1615;28;O
1623;22;O
1674;13;O
1702;16;O
1731;39;O
1732;13;O
1743;22;O
1749;25;O
1780;16;O
1799;19;O
