#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;113.53;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.66;111.94;0.19;PP/0.01,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.01,RP/0
119.82;111.74;0.25;PP/0.01,TA/0.17,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
179.8;111.74;0.29;PP/0.01,TA/0.19,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
239.87;111.74;0.34;PP/0.01,TA/0.21,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
299.89;111.27;0.37;PP/0.01,TA/0.22,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
359.92;111.02;0.39;PP/0.01,TA/0.23,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
419.75;110.71;0.44;PP/0.02,TA/0.25,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
479.65;110.48;0.46;PP/0.02,TA/0.25,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
539.89;110.41;0.49;PP/0.02,TA/0.26,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
599.64;110.29;0.52;PP/0.02,TA/0.27,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
659.78;110.19;0.55;PP/0.02,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
719.87;110.19;0.58;PP/0.03,TA/0.29,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
779.66;110.19;0.61;PP/0.03,TA/0.29,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
839.88;110.19;0.64;PP/0.03,TA/0.3,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
899.63;110.18;0.67;PP/0.03,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
959.66;109.81;0.71;PP/0.04,TA/0.31,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1019.59;109.59;0.74;PP/0.04,TA/0.32,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
1079.76;109.43;0.77;PP/0.04,TA/0.33,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
1139.73;109.29;0.8;PP/0.04,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1199.81;109.29;0.82;PP/0.05,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1259.98;109.29;0.85;PP/0.05,TA/0.35,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1319.67;109.29;0.87;PP/0.05,TA/0.36,IS/0,PS/0.14,RB/0,OB/0.07,RP/0
1379.91;109.29;0.89;PP/0.05,TA/0.36,IS/0,PS/0.14,RB/0,OB/0.07,RP/0
1439.8;109.29;0.92;PP/0.06,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1499.76;109.29;0.94;PP/0.06,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1559.71;109.29;0.96;PP/0.06,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1619.83;109.2;0.99;PP/0.07,TA/0.38,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1679.61;109.05;1.01;PP/0.07,TA/0.39,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1739.81;108.96;1.04;PP/0.07,TA/0.39,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1799.92;108.89;1.06;PP/0.07,TA/0.4,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
