#TimeStamp;TripTime;Type
32;10;O
35;11;O
43;23;O
53;35;O
87;18;O
93;16;O
97;34;O
102;17;O
167;22;O
188;24;O
205;18;O
208;21;O
209;19;O
218;15;O
258;15;O
284;19;O
302;15;O
304;26;O
314;19;O
370;22;O
396;32;O
419;17;O
426;13;O
441;16;O
452;13;O
508;22;O
531;20;O
540;22;O
579;23;O
586;10;O
602;30;O
630;24;O
632;18;O
652;21;O
700;14;O
722;26;O
740;26;O
764;18;O
770;24;O
770;13;O
785;13;O
818;24;O
845;18;O
847;18;O
900;32;O
902;31;O
909;22;O
925;22;O
966;21;O
972;16;O
995;19;O
1008;23;O
1060;26;O
1064;25;O
1074;35;O
1082;30;O
1093;20;O
1094;19;O
1141;14;O
1146;24;O
1170;16;O
1188;16;O
1204;13;O
1223;28;O
1243;18;O
1262;26;O
1272;20;O
1280;18;O
1289;17;O
1345;25;O
1357;14;O
1359;28;O
1365;22;O
1371;25;O
1396;20;O
1437;26;O
1448;22;O
1461;26;O
1467;21;O
1488;22;O
1501;19;O
1533;20;O
1534;24;O
1548;22;O
1594;34;O
1603;35;O
1613;39;O
1624;21;O
1628;16;O
1677;13;O
1690;15;O
1691;16;O
1703;16;O
1709;31;O
1717;27;O
1752;17;O
1767;13;O
1790;16;O
1790;14;O
1793;23;O
