#TimeStamp;TripTime;Type
35;18;O
42;14;O
42;21;O
54;14;O
64;25;O
65;15;O
122;16;O
125;19;O
129;12;O
161;18;O
174;12;O
181;22;O
218;23;O
222;32;O
264;24;O
279;21;O
284;28;O
293;33;O
325;23;O
327;33;O
357;17;O
371;16;O
397;19;O
411;11;O
428;22;O
458;35;O
463;27;O
471;17;O
472;18;O
483;19;O
531;21;O
577;10;O
593;29;O
608;21;O
612;27;O
614;23;O
669;19;O
680;34;O
701;13;O
707;33;O
726;24;O
727;30;O
777;13;O
778;20;O
787;20;O
822;26;O
836;15;O
877;24;O
894;23;O
906;21;O
912;14;O
925;34;O
960;21;O
990;12;O
1001;25;O
1016;16;O
1023;25;O
1034;18;O
1056;17;O
1083;25;O
1093;20;O
1120;21;O
1134;22;O
1150;17;O
1151;17;O
1201;14;O
1211;19;O
1215;20;O
1225;10;O
1232;20;O
1237;26;O
1314;26;O
1319;33;O
1326;27;O
1327;23;O
1328;12;O
1336;31;O
1382;14;O
1402;18;O
1425;21;O
1430;25;O
1440;21;O
1455;14;O
1490;15;O
1503;13;O
1506;12;O
1510;25;O
1527;7;O
1541;20;O
1569;14;O
1576;13;O
1588;19;O
1600;11;O
1630;15;O
1631;25;O
1640;22;O
1654;24;O
1673;22;O
1676;18;O
1689;13;O
1721;40;O
1755;15;O
1757;30;O
1763;22;O
1767;15;O
1780;22;O
