# W2 W3 ItemPileOneAvg OrdersHandled DistanceTraveled TripCount OrderThroughputTimeAvg OrderTurnoverTimeAvg OrderPileOneAvg 
0.058 0.058 8.523728025693035 508 4898.878774555816 292 97.56275549266064 464.61342004775287 5.427548174442191
0.558 0.558 9.776881720430106 558 4573.9547725726825 276 75.16176931959224 419.6037854832334 6.222350230414747
1.058 1.058 9.203443641082684 528 4701.606245535844 286 88.80176952016159 412.97835042396605 5.762548665183537
1.558 1.558 9.634625828174215 544 4500.2609632310605 278 76.299529657595 437.6317397677559 6.093334781506825
2.058 2.058 10.39932844932845 561 4360.422830816772 262 83.83642085349196 429.5081253150229 6.705189255189256
2.558 2.558 9.176035100729207 525 4484.589192472749 279 80.50918037338158 417.6481613313593 5.829477196885428
3.058 3.058 9.20663998357964 518 4643.036198353218 273 85.26719196892289 444.966390641802 5.83738711001642
3.558 3.558 9.336138919787418 531 4616.295704651726 276 92.71421281707667 470.6348722142346 5.912989741688295
4.058 4.058 8.908602150537634 509 4705.336541388753 286 91.55398595692371 455.2802056849632 5.589964157706093
0.2935 0.058 8.993548387096775 531 4629.2894936912835 286 86.97876552638712 441.6084278703101 5.774193548387097
0.7935 0.558 10.321428571428571 564 4675.809981335235 268 84.02954457191053 420.89141669268975 6.564449917898194
1.2934999999999999 1.058 9.998412698412698 537 4589.770768156376 266 94.84623160159488 427.8431831018127 6.265873015873016
1.7934999999999999 1.558 10.586271367521368 553 4543.172637398677 264 88.58566840978368 450.60884155840864 6.613841405508072
2.2935 2.058 9.847303882620901 546 4624.189026401966 275 91.58438762195456 462.6426900936441 6.2213040944965305
2.7935 2.558 9.687952320136228 511 4617.495731944437 269 94.77154453286673 460.4326417464375 6.01745423584504
3.2935 3.058 10.193866690993127 541 4572.290699936262 260 90.87865088632294 439.98047905626885 6.43317825214377
3.7935 3.558 9.730511463844797 536 4557.056572351409 265 85.9639627037033 438.3609587873303 6.325220458553791
4.2935 4.058 9.31242532855436 514 4680.518669799468 280 90.21575495134569 447.07889883802585 5.760018418956591
0.529 0.058 9.757440476190476 543 4461.358919819169 273 86.30875943430367 454.6602951402382 6.2351190476190474
1.029 0.558 9.445812807881772 532 4633.802587996841 275 77.53088451431394 444.7820066983374 6.014008620689655
1.529 1.058 8.241666666666667 484 4796.31087123846 285 89.76479397406246 461.2473961435731 5.270138888888889
2.029 1.558 9.196500913223197 515 4597.730588921215 276 94.3596221854682 450.83475339567826 5.962468586495283
2.529 2.058 9.626663370823549 548 4465.0008352722525 271 87.01373235716198 434.0156765480793 6.342850080336176
