#PP TA IS PS RB OB BotsPerOStation NOStations ItemThroughputRateScore ItemPileOneAvg OrderLatenessAvg LateOrdersFractional DistanceTraveledPerBot OSIdleTimeAvg
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.5791303646236623 8.002083333333333 0 0 834.0467920871537 0.4779623050376847
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.577718176259979 7.617943548387096 0 0 822.9782490113762 0.48225824009201634
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.56405707130876 7.03149138443256 0 0 844.666180453021 0.49730677936230433
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.5736877020430443 7.160049019607843 0 0 836.5889565952434 0.4873067513373443
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.577718176259979 7.617943548387096 0 0 822.9782490113762 0.48225824009201634
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.5747683535326873 7.106603853662677 0 0 840.5361545511904 0.487762726512636
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.5724667421057711 7.558813945910721 0 0 857.1813544186299 0.48755152056549217
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.5594238383328671 7.006761030480196 0 0 878.2656968158523 0.49973284295893566
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.5690856003203515 7.282099936748893 0 0 854.7915410233251 0.49086063677346853
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.5420449031861507 7.140920701265529 0 0 830.2065237012266 0.5148451941444683
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.5348415506896601 6.430686090225564 0 0 879.37810245126 0.5271369248322197
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.5624640043136384 6.888128306878307 0 0 847.063403184911 0.4984801132389412
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.5502439206449468 6.940563725490196 0 0 880.9872917964412 0.5092219629821677
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.540372782056631 6.5736284412755 0 0 860.9849406426105 0.5197426941567814
ppFARP2tt taBA120fft9wcwwm isEt0.8 psNt rbSPdf obPMy 2 3 0.5425898027887116 6.603641456582634 0 0 865.5705726482228 0.5166122815844741
