W2,W3,Za,Zb,Zc,ItemPileOneAvg,DistanceTraveled,OrderTurnoverTimeAvg,OrdersHandled
0.052,0.052,0.1,0.13,0.528,7.617943548387096,4937.869494068257,447.04976290527605,472
0.052,0.052,0.1,0.13,0.528,7.106603853662677,5043.216927307142,427.6987934204102,475
0.052,0.052,0.1,0.13,0.528,7.558813945910721,5143.08812651178,459.986510161579,463
0.052,0.052,0.086,0.15,0.547,7.006761030480196,5269.594180895114,443.5908617159098,455
0.052,0.052,0.086,0.15,0.547,7.282099936748893,5128.749246139951,451.2696168208651,474
0.052,0.052,0.086,0.15,0.547,7.140920701265529,4981.23914220736,439.71444876813416,450
0.052,0.052,0.097,0.12,0.538,6.430686090225564,5276.26861470756,452.41319590458056,443
0.052,0.052,0.097,0.12,0.538,6.888128306878307,5082.380419109466,449.4702021413915,471
0.052,0.052,0.097,0.12,0.538,6.940563725490196,5285.923750778647,462.96851037616887,450
0.052,0.38099999999999995,0.098,1,0.259,6.5736284412755,5165.909643855663,453.4254328056974,441
0.052,0.38099999999999995,0.098,1,0.259,6.603641456582634,5193.423435889336,486.3458604413793,463
0.052,0.38099999999999995,0.098,1,0.259,6.875841750841751,5196.2015555659045,478.96202851207886,449
0.052,0.38099999999999995,0.098,1,0.259,7.135949355304194,5058.970333012957,451.49875792961893,461
0.052,0.38099999999999995,0.098,1,0.259,6.3923485183547095,5225.400864031676,462.9515564250648,449
0.052,0.38099999999999995,0.098,1,0.259,7.14077380952381,5183.047711182594,477.807379809703,462
0.052,0.38099999999999995,0.098,1,0.259,7.693939393939394,5024.924694898662,461.0118542784037,478
0.052,0.38099999999999995,0.098,1,0.259,6.935574229691877,5101.652701289481,466.2034816800601,486
0.052,0.38099999999999995,0.098,1,0.259,7.298675833969952,5137.923559957659,465.7776870296098,478
0.052,0.71,0.103,1,0.25,7.226113671274962,5084.844916840754,429.3707190351582,475
0.052,0.71,0.103,1,0.25,7.46082018340083,5072.748476848824,459.76303094734016,489
0.052,0.71,0.103,1,0.25,7.100713012477718,5114.5941298876505,438.3681383347207,461
0.052,0.71,0.103,1,0.25,6.942063492063492,5192.214389434964,441.3763629260553,473
0.052,0.71,0.103,1,0.25,7.48657531194296,5098.859783076781,452.61172949817956,489
0.052,0.71,0.103,1,0.25,6.755059036309036,5283.577385406474,449.74871767871684,443
0.052,0.71,0.103,1,0.25,6.723809523809524,5252.609290298055,459.19762389016876,469
0.052,0.71,0.103,1,0.25,6.113284713284713,5231.045091567839,432.8900876550603,441
0.052,0.71,0.103,1,0.25,6.678976455447043,5227.902393643531,418.34337474965196,463
0.052,1.039,0.103,1,0.25,6.102167182662538,5442.063482204883,460.2454936249428,429
0.052,1.039,0.103,1,0.25,7.2470568783068785,5142.690410002977,476.8665902150687,476
0.052,1.039,0.103,1,0.25,7.282878151260505,5162.241159824882,458.5407287123052,472
0.052,1.039,0.103,1,0.25,6.879725829725829,5249.052592921702,437.2268380470124,471
0.052,1.039,0.103,1,0.25,7.1042016806722685,5159.98796359318,473.40180041052395,480
0.052,1.039,0.103,1,0.25,7.228291316526611,5308.118682926156,469.7538198481009,470
0.052,1.039,0.103,1,0.25,6.964366352601647,5264.603051959087,463.5850747145195,454
0.052,1.039,0.103,1,0.25,7.527323348694317,4973.562985996821,435.28484262017855,482
0.052,1.039,0.103,1,0.25,7.303174603174604,5083.916071549973,457.62507993176223,467
1,1,0.236,0.23,0.25,7.392361111111111,5084.966837763403,453.652499335294,474
1,1,0.236,0.23,0.25,7.844900619094168,5086.029336361566,429.47642866690126,496
1,1,0.236,0.23,0.25,8.039321104786,5074.036440253898,438.3749723643891,482
1,1,0.236,0.23,0.25,7.274206349206349,5125.411519554678,447.10203479749106,470
1,1,0.236,0.23,0.25,8.174168719211822,4996.144566101752,448.0003359147586,505
1,1,0.236,0.23,0.25,7.377314814814814,5046.547359312875,454.6812876404203,484
1,1,0.236,0.23,0.25,7.952941176470588,4977.43569264621,465.1020072223177,492
1,1,0.236,0.23,0.25,7.82275083492122,5018.930660790672,479.23024061101177,493
1,1,0.236,0.23,0.25,7.185624628639334,5114.035902592981,473.15082045068084,453
10,0.052,0.086,0.13,0.553,7.8133928571428575,5065.124387949844,468.14165382187764,486
10,0.052,0.086,0.13,0.553,6.970885323826501,5119.9371484601015,428.3359093157123,481
10,0.052,0.086,0.13,0.553,6.9369747899159675,5105.20053038031,458.73654710891554,465
10,0.052,0.095,0.12,0.541,7.100280112044818,4927.1733398334,434.6536540147139,479
10,0.052,0.095,0.12,0.541,6.742066563467493,5259.481317908519,443.36398243030555,461
10,0.052,0.095,0.12,0.541,6.56917211328976,5375.258774928551,489.90510687526233,451
10,0.052,0.098,0.1,0.541,7.389624228333905,5208.715195832461,458.62837351513735,476
10,0.052,0.098,0.1,0.541,6.881962481962482,5162.009168369259,470.20948166498334,467
10,0.052,0.098,0.1,0.541,7.086348380466028,5130.998758140348,429.99903528429644,478
10,0.38099999999999995,0.162,0.1,0.425,6.861853832442068,5118.73380083086,473.19896035409295,454
10,0.38099999999999995,0.162,0.1,0.425,7.2026143790849675,5146.03532700933,428.3594489134465,488
10,0.38099999999999995,0.162,0.1,0.425,7.192319508448541,5120.475392062405,426.03858882226245,470
10,0.38099999999999995,0.162,0.1,0.425,7.444109021907884,5018.289145577428,451.94985261134633,473
10,0.38099999999999995,0.162,0.1,0.425,7.1844012605042025,5129.880346535644,463.5043362049161,487
10,0.38099999999999995,0.162,0.1,0.425,6.978362573099415,5168.871197643126,472.83885847757324,463
10,0.38099999999999995,0.162,0.1,0.425,7.329545454545454,5099.946870077589,458.2487293116381,460
10,0.38099999999999995,0.162,0.1,0.425,7.042434145375322,5179.132578451377,484.4255929686392,473
10,0.38099999999999995,0.162,0.1,0.425,6.2472376682903,5318.718322543936,501.2029168674154,438
10,0.71,0.224,0.1,0.312,6.892224768695357,5200.206796564355,489.32375667275954,465
10,0.71,0.224,0.1,0.312,6.914630172694689,5162.692878903793,510.0313677459257,448
10,0.71,0.224,0.1,0.312,7.2407407407407405,5200.550258738382,454.71070373289893,466
10,0.71,0.224,0.1,0.312,6.980095068330363,5296.168983510625,475.4578551181993,459
10,0.71,0.224,0.1,0.312,6.564814814814814,5373.298625611181,473.6546271917394,456
10,0.71,0.224,0.1,0.312,6.770028011204482,5241.19111496912,481.221964376033,454
10,0.71,0.224,0.1,0.312,6.834224598930482,5286.237765020367,479.4252728443951,451
10,0.71,0.224,0.1,0.312,7.362373737373737,5094.4555358982525,432.4830968084682,476
10,0.71,0.224,0.1,0.312,6.812483912483913,5338.248912439919,463.5254074445816,455
10,1.039,0.259,0.1,0.25,7.5167297979797985,5060.91724025806,476.53477057837944,479
10,1.039,0.259,0.1,0.25,7.111111111111111,5119.839114771846,437.66799618893094,463
10,1.039,0.259,0.1,0.25,7.1825065510075,5194.4683955957635,467.03267825195456,456
10,1.039,0.259,0.1,0.25,7.283088235294119,5245.863509622955,457.2473141379253,458
10,1.039,0.259,0.1,0.25,7.457281144781145,5078.750069369285,491.3830457901222,490
10,1.039,0.259,0.1,0.25,7.2995818399044206,5186.644134812483,473.956439690204,467
10,1.039,0.259,0.1,0.25,7.487373737373737,5012.307757761388,433.80428009795384,472
10,1.039,0.259,0.1,0.25,7.592929292929294,5103.0725925925735,440.10754700109806,473
10,1.039,0.259,0.1,0.25,7.176470588235294,5116.774554932662,423.5025401189412,474
2.0416,0.052,0.1,0.43,0.434,7.346590909090909,5122.097489210602,489.0319714450386,465
2.0416,0.052,0.1,0.43,0.434,7.554682857991682,5127.337413942587,472.5471132481642,488
2.0416,0.052,0.1,0.43,0.434,7.474654377880184,5073.016603782644,463.5149351791679,476
2.0416,0.052,0.134,0.66,0.3,7.548611111111111,5121.857033462309,441.92798587407555,479
2.0416,0.052,0.134,0.66,0.3,8.259498207885306,4904.185037234531,438.67528781812956,510
2.0416,0.052,0.134,0.66,0.3,7.107647907647908,5106.525649488647,447.2378884068807,473
2.0416,0.052,0.095,0.56,0.403,7.463848039215686,5100.60963983032,450.4253695411832,479
2.0416,0.052,0.095,0.56,0.403,6.788390911920324,5185.804528293121,435.99716821046894,478
2.0416,0.052,0.095,0.56,0.403,7.322825024437928,5061.362665870457,437.9467947579295,466
2.0416,0.38099999999999995,0.162,0.1,0.425,6.7760348583878,5232.652228676219,495.39708657000887,458
2.0416,0.38099999999999995,0.162,0.1,0.425,7.152574128380581,5191.23616017723,478.3622322614266,472
2.0416,0.38099999999999995,0.162,0.1,0.425,7.399493243243243,5062.72082254393,466.8465728504603,473
2.0416,0.38099999999999995,0.162,0.1,0.425,7.1506961506961515,5048.003930422939,427.1798966374667,474
2.0416,0.38099999999999995,0.162,0.1,0.425,7.641356073815751,4969.622264172253,441.3046060588327,502
2.0416,0.38099999999999995,0.162,0.1,0.425,7.647712418300654,5089.993798765389,484.5688264446277,477
2.0416,0.38099999999999995,0.162,0.1,0.425,6.890987076648841,5241.803960182049,479.27143549531775,451
2.0416,0.38099999999999995,0.162,0.1,0.425,7.073232323232323,5256.517589883673,471.7102094119966,476
2.0416,0.38099999999999995,0.162,0.1,0.425,6.997549019607843,5227.151227412461,445.5621684433656,460
2.0416,0.71,0.222,0.11,0.312,6.909041394335513,5175.267849898619,494.12410368007045,457
2.0416,0.71,0.222,0.11,0.312,6.681195887445887,5264.126077167386,492.9659161574063,445
2.0416,0.71,0.222,0.11,0.312,7.213546176046176,5230.552952276426,449.6508922143996,466
2.0416,0.71,0.222,0.11,0.312,7.437683284457478,5318.457463667647,464.94808283911647,482
