# W2 W3 ItemPileOneAvg Zb_Over_Za DistanceTraveled Zc_Over_Za DistanceTraveledPerBot TripCount OrderThroughputTimeAvg OrderTurnoverTimeAvg OrderPileOneAvg OrdersHandled ItemThroughputRateScore OrderThroughputRate 
0.052 1.039 6.102167182662538 9.708737864077671 5442.063482204883 2.4271844660194177 907.0105803674805 328 98.5481321360221 460.2454936249428 4.0562435500516 429 0.5184961782416939 858
0.552 1.539 7.2470568783068785 9.708737864077671 5142.690410002977 2.4271844660194177 857.1150683338295 319 96.24604583991966 476.8665902150687 4.650595238095238 476 0.5882940217354047 952
1.052 2.0389999999999997 7.282878151260505 9.708737864077671 5162.241159824882 2.4271844660194177 860.3735266374803 314 97.28568570057665 458.5407287123052 4.686327030812325 472 0.581763106301054 944
1.552 2.5389999999999997 6.879725829725829 9.708737864077671 5249.052592921702 2.4271844660194177 874.8420988202837 319 92.37124185375397 437.2268380470124 4.536435786435786 471 0.5680807630239967 942
2.052 3.0389999999999997 7.1042016806722685 9.708737864077671 5159.98796359318 2.4271844660194177 859.9979939321967 317 93.14992541406575 473.40180041052395 4.658823529411765 480 0.5811325375214004 960
2.552 3.5389999999999997 7.228291316526611 9.708737864077671 5308.118682926156 2.4271844660194177 884.6864471543594 318 92.21846616606494 469.7538198481009 4.615176979882862 470 0.5836364932105216 940
3.052 4.039 6.964366352601647 9.708737864077671 5264.603051959087 2.4271844660194177 877.4338419931811 315 99.92274241976098 463.5850747145195 4.449011119599355 454 0.5644245928057612 908
3.552 4.539 7.527323348694317 9.708737864077671 4973.562985996821 2.4271844660194177 828.9271643328035 305 93.45189937726363 435.28484262017855 4.936779953917051 482 0.5813180595277654 964
4.052 5.039 7.303174603174604 9.708737864077671 5083.916071549973 2.4271844660194177 847.3193452583288 306 97.72267542187542 457.62507993176223 4.7 467 0.5745252962163584 934
1 1 7.392361111111111 0.9745762711864407 5084.966837763403 1.0593220338983051 847.4944729605672 309 96.9165585483968 453.652499335294 4.760416666666667 474 0.5819912606234136 948
1.5 1.5 7.844900619094168 0.9745762711864407 5086.029336361566 1.0593220338983051 847.671556060261 301 88.42234519636355 429.47642866690126 5.124144672531769 496 0.5995472922275563 992
2 2 8.039321104786 0.9745762711864407 5074.036440253898 1.0593220338983051 845.6727400423164 295 90.65939378893381 438.3749723643891 5.0922622812565885 482 0.5986625479846504 964
2.5 2.5 7.274206349206349 0.9745762711864407 5125.411519554678 1.0593220338983051 854.235253259113 306 88.19163306289627 447.10203479749106 4.698376623376624 470 0.5762598958535128 940
3 3 8.174168719211822 0.9745762711864407 4996.144566101752 1.0593220338983051 832.6907610169587 297 88.89326912589226 448.0003359147586 5.315065681444992 505 0.6114515816563367 1010
3.5 3.5 7.377314814814814 0.9745762711864407 5046.547359312875 1.0593220338983051 841.0912265521459 314 94.50496209148939 454.6812876404203 4.725925925925925 484 0.598698348369101 968
4 4 7.952941176470588 0.9745762711864407 4977.43569264621 1.0593220338983051 829.5726154410349 300 86.51646121475737 465.1020072223177 5.066666666666667 492 0.6085089836628649 984
4.5 4.5 7.82275083492122 0.9745762711864407 5018.930660790672 1.0593220338983051 836.488443465112 302 100.52532686976143 479.23024061101177 5.192574835576864 493 0.5878156644691924 986
5 5 7.185624628639334 0.9745762711864407 5114.035902592981 1.0593220338983051 852.3393170988302 305 104.43757221939157 473.15082045068084 4.585134432560904 453 0.5632391497713963 906
10 0.052 7.8133928571428575 1.5116279069767444 5065.124387949844 6.430232558139536 844.1873979916408 302 92.44855667121725 468.14165382187764 5.051686507936508 486 0.5933822426806908 972
10.5 0.552 6.970885323826501 1.5116279069767444 5119.9371484601015 6.430232558139536 853.3228580766836 321 97.47663274761545 428.3359093157123 4.668993860170331 481 0.5707478980169822 962
11 1.052 6.9369747899159675 1.5116279069767444 5105.20053038031 6.430232558139536 850.866755063385 313 95.73654025531523 458.73654710891554 4.517366946778711 465 0.5677573231802482 930
11.5 1.552 7.100280112044818 1.263157894736842 4927.1733398334 5.6947368421052635 821.1955566389 318 94.25093129279547 434.6536540147139 4.608683473389355 479 0.5859175857562136 958
12 2.052 6.742066563467493 1.263157894736842 5259.481317908519 5.6947368421052635 876.5802196514197 322 87.71715778566728 443.36398243030555 4.472103973168214 461 0.5545394439208233 922
12.5 2.552 6.56917211328976 1.263157894736842 5375.258774928551 5.6947368421052635 895.8764624880919 331 101.2775592628007 489.90510687526233 4.258714596949891 451 0.5555654633078123 902
13 3.052 7.389624228333905 1.0204081632653061 5208.715195832461 5.520408163265306 868.1191993054102 313 94.25269228872767 458.62837351513735 4.780164328551425 476 0.5843806980679392 952
13.5 3.552 6.881962481962482 1.0204081632653061 5162.009168369259 5.520408163265306 860.3348613948765 320 100.6990629729938 470.20948166498334 4.537662337662337 467 0.563294344695476 934
14 4.052 7.086348380466028 1.0204081632653061 5130.998758140348 5.520408163265306 855.1664596900581 323 95.27703505362412 429.99903528429644 4.62737871561401 478 0.5820245987482029 956
10 0.38099999999999995 6.861853832442068 0.6172839506172839 5118.73380083086 2.6234567901234565 853.1223001384766 314 99.67082319400383 473.19896035409295 4.496137849079026 454 0.5514715799687537 908
10.5 0.881 7.2026143790849675 0.6172839506172839 5146.03532700933 2.6234567901234565 857.672554501555 310 87.12222789732739 428.3594489134465 4.835115864527629 488 0.5766350345762454 976
11 1.381 7.192319508448541 0.6172839506172839 5120.475392062405 2.6234567901234565 853.4125653437342 313 86.66366746127355 426.03858882226245 4.694930875576037 470 0.5719301194668154 940
11.5 1.881 7.444109021907884 0.6172839506172839 5018.289145577428 2.6234567901234565 836.3815242629047 301 85.10602657373101 451.94985261134633 4.831253713606655 473 0.5769814345961596 946
12 2.3810000000000002 7.1844012605042025 0.6172839506172839 5129.880346535644 2.6234567901234565 854.9800577559407 311 95.43513736401127 463.5043362049161 4.832703081232492 487 0.57435175287519 974
12.5 2.8810000000000002 6.978362573099415 0.6172839506172839 5168.871197643126 2.6234567901234565 861.478532940521 318 91.70782890513759 472.83885847757324 4.5697855750487335 463 0.5651422330429594 926
13 3.3810000000000002 7.329545454545454 0.6172839506172839 5099.946870077589 2.6234567901234565 849.9911450129315 303 95.63898023089399 458.2487293116381 4.69854797979798 460 0.5688445793066269 920
13.5 3.8810000000000002 7.042434145375322 0.6172839506172839 5179.132578451377 2.6234567901234565 863.1887630752295 315 96.03541973576891 484.4255929686392 4.615666468607645 473 0.5735301794605961 946
14 4.381 6.2472376682903 0.6172839506172839 5318.718322543936 2.6234567901234565 886.4530537573227 329 102.43093539651407 501.2029168674154 4.093121829963935 438 0.5367963617692302 876
10 0.71 6.892224768695357 0.44642857142857145 5200.206796564355 1.3928571428571428 866.7011327607257 314 97.01017616986248 489.32375667275954 4.557881334351923 465 0.5592588396361043 930
10.5 1.21 6.914630172694689 0.44642857142857145 5162.692878903793 1.3928571428571428 860.4488131506322 298 102.28270716827816 510.0313677459257 4.613880742913001 448 0.5336826942021212 896
11 1.71 7.2407407407407405 0.44642857142857145 5200.550258738382 1.3928571428571428 866.758376456397 306 87.70752289837424 454.71070373289893 4.71412037037037 466 0.567712490847586 932
11.5 2.21 6.980095068330363 0.44642857142857145 5296.168983510625 1.3928571428571428 882.6948305851042 312 102.87358088880137 475.4578551181993 4.545454545454546 459 0.560363631031963 918
12 2.71 6.564814814814814 0.44642857142857145 5373.298625611181 1.3928571428571428 895.5497709351968 321 94.45649874369468 473.6546271917394 4.395969498910675 456 0.5436180533577329 912
12.5 3.21 6.770028011204482 0.44642857142857145 5241.19111496912 1.3928571428571428 873.5318524948533 320 93.58029449564476 481.221964376033 4.4109243697478995 454 0.5551749541049473 908
13 3.71 6.834224598930482 0.44642857142857145 5286.237765020367 1.3928571428571428 881.0396275033945 313 110.8995821942586 479.4252728443951 4.463755199049317 451 0.5492377740035068 902
13.5 4.21 7.362373737373737 0.44642857142857145 5094.4555358982525 1.3928571428571428 849.0759226497088 301 95.72983979810267 432.4830968084682 4.906881313131313 476 0.5655114998049771 952
14 4.71 6.812483912483913 0.44642857142857145 5338.248912439919 1.3928571428571428 889.7081520733199 321 95.30092540701975 463.5254074445816 4.425032175032175 455 0.5581173518974263 910
10 1.039 7.5167297979797985 0.3861003861003861 5060.91724025806 0.9652509652509652 843.4862067096766 304 93.12176571837794 476.53477057837944 4.890782828282828 479 0.5821610062374902 958
10.5 1.539 7.111111111111111 0.3861003861003861 5119.839114771846 0.9652509652509652 853.306519128641 308 81.88298539285445 437.66799618893094 4.676767676767677 463 0.5588670634583216 926
11 2.0389999999999997 7.1825065510075 0.3861003861003861 5194.4683955957635 0.9652509652509652 865.7447325992939 311 90.39972505383992 467.03267825195456 4.578584982380048 456 0.5672219351884699 912
11.5 2.5389999999999997 7.283088235294119 0.3861003861003861 5245.863509622955 0.9652509652509652 874.3105849371591 303 97.0100679589818 457.2473141379253 4.676470588235294 458 0.5651175913242834 916
12 3.0389999999999997 7.457281144781145 0.3861003861003861 5078.750069369285 0.9652509652509652 846.4583448948807 312 87.54568918035157 491.3830457901222 4.858901515151516 490 0.5943264754621719 980
12.5 3.5389999999999997 7.2995818399044206 0.3861003861003861 5186.644134812483 0.9652509652509652 864.4406891354138 313 99.15883433489155 473.956439690204 4.645688382880034 467 0.5816760146806155 934
13 4.039 7.487373737373737 0.3861003861003861 5012.307757761388 0.9652509652509652 835.3846262935646 302 95.2926727042416 433.80428009795384 4.820075757575758 472 0.5799324490864353 944
13.5 4.539 7.592929292929294 0.3861003861003861 5103.0725925925735 0.9652509652509652 850.512098765429 298 86.03523345775129 440.10754700109806 4.959595959595959 473 0.5730947022401887 946
14 5.039 7.176470588235294 0.3861003861003861 5116.774554932662 0.9652509652509652 852.7957591554436 314 82.52670710906419 423.5025401189412 4.647058823529412 474 0.5807407006226029 948
2.0416 0.052 7.346590909090909 4.3 5122.097489210602 4.34 853.6829148684337 304 98.79250978163115 489.0319714450386 4.744949494949495 465 0.5703430355223166 930
2.5416 0.552 7.554682857991682 4.3 5127.337413942587 4.34 854.5562356570978 305 93.76171471612727 472.5471132481642 4.932895127748069 488 0.5906732474983869 976
3.0416 1.052 7.474654377880184 4.3 5073.016603782644 4.34 845.5027672971073 311 105.676228777659 463.5149351791679 4.754531490015361 476 0.5934468200297097 952
3.5416 1.552 7.548611111111111 4.925373134328358 5121.857033462309 2.2388059701492535 853.6428389103849 303 98.0562908675858 441.92798587407555 4.8835227272727275 479 0.5851679098447096 958
4.0416 2.052 8.259498207885306 4.925373134328358 4904.185037234531 2.2388059701492535 817.3641728724218 293 89.94446358408476 438.67528781812956 5.430563701531443 510 0.609507813757588 1020
4.5416 2.552 7.107647907647908 4.925373134328358 5106.525649488647 2.2388059701492535 851.0876082481078 311 101.20789176680638 447.2378884068807 4.679653679653679 473 0.5699994754947784 946
5.0416 3.052 7.463848039215686 5.894736842105264 5100.60963983032 4.242105263157895 850.1016066383867 306 90.02574190939238 450.4253695411832 4.794730392156862 479 0.5895450020474465 958
5.5416 3.552 6.788390911920324 5.894736842105264 5185.804528293121 4.242105263157895 864.3007547155202 325 90.81205121919699 435.99716821046894 4.560535325241208 478 0.5670153333517081 956
6.0416 4.052 7.322825024437928 5.894736842105264 5061.362665870457 4.242105263157895 843.5604443117428 311 93.48142850742778 437.9467947579295 4.701124144672533 466 0.5760093182743246 932
2.0416 0.38099999999999995 6.7760348583878 0.6172839506172839 5232.652228676219 2.6234567901234565 872.1087047793699 322 103.38276128382527 495.39708657000887 4.364114534702771 458 0.5662910868460822 916
2.5416 0.881 7.152574128380581 0.6172839506172839 5191.23616017723 2.6234567901234565 865.206026696205 308 97.68210311296015 478.3622322614266 4.747827739763224 472 0.5642051035370742 944
3.0416 1.381 7.399493243243243 0.6172839506172839 5062.72082254393 2.6234567901234565 843.7868037573216 310 97.71220980475682 466.8465728504603 4.746903153153153 473 0.5851221728863811 946
3.5416 1.881 7.1506961506961515 0.6172839506172839 5048.003930422939 2.6234567901234565 841.3339884038232 319 88.88724834015429 427.1798966374667 4.6328146328146325 474 0.5816730904319005 948
4.0416 2.3810000000000002 7.641356073815751 0.6172839506172839 4969.622264172253 2.6234567901234565 828.2703773620423 309 89.21861859829464 441.3046060588327 5.0688390002906125 502 0.5973611563149775 1004
4.5416 2.8810000000000002 7.647712418300654 0.6172839506172839 5089.993798765389 2.6234567901234565 848.3322997942315 306 95.77311639882902 484.5688264446277 4.91437908496732 477 0.5870585544377358 954
5.0416 3.3810000000000002 6.890987076648841 0.6172839506172839 5241.803960182049 2.6234567901234565 873.6339933636749 308 101.15397404405333 479.27143549531775 4.563911170528818 451 0.5417638422728295 902
5.5416 3.8810000000000002 7.073232323232323 0.6172839506172839 5256.517589883673 2.6234567901234565 876.0862649806122 315 96.08079548401011 471.7102094119966 4.6826599326599325 476 0.5717733462191953 952
6.0416 4.381 6.997549019607843 0.6172839506172839 5227.151227412461 2.6234567901234565 871.1918712354101 311 86.40324135358827 445.5621684433656 4.599264705882353 460 0.556294959681764 920
2.0416 0.71 6.909041394335513 0.4954954954954955 5175.267849898619 1.4054054054054055 862.5446416497698 313 102.05068086273243 494.12410368007045 4.497412854030501 457 0.5583696880620584 914
2.5416 1.21 6.681195887445887 0.4954954954954955 5264.126077167386 1.4054054054054055 877.3543461945643 309 104.18265254398932 492.9659161574063 4.461066017316018 445 0.531774007201388 890
3.0416 1.71 7.213546176046176 0.4954954954954955 5230.552952276426 1.4054054054054055 871.7588253794044 311 95.74162622579125 449.6508922143996 4.6787067099567095 466 0.5702325415001336 932
3.5416 2.21 7.437683284457478 0.4954954954954955 5318.457463667647 1.4054054054054055 886.4095772779411 309 91.93071820656445 464.94808283911647 4.853969805582708 482 0.5841370064932325 964
4.0416 2.71 7.715686274509804 0.4954954954954955 5116.411442720932 1.4054054054054055 852.7352404534887 307 92.33780828071583 438.88046251355576 5.074636306135358 500 0.6001599687879812 1000
4.5416 3.21 7.044953208556149 0.4954954954954955 5180.826385292414 1.4054054054054055 863.4710642154023 304 99.63965970501786 454.8191220486233 4.53836155674391 449 0.5536577371193427 898
5.0416 3.71 6.981753812636165 0.4954954954954955 5160.700690332758 1.4054054054054055 860.1167817221263 316 93.59562657011578 447.1623352941962 4.58714596949891 465 0.5635338859961738 930
5.5416 4.21 6.713606654783125 0.4954954954954955 5229.870750929406 1.4054054054054055 871.645125154901 315 87.3346166296967 466.8910319143543 4.474796989502872 459 0.5491257754234483 918
6.0416 4.71 7.252525252525253 0.4954954954954955 5130.233852327242 1.4054054054054055 855.0389753878736 308 96.63834246288596 450.69686814837024 4.757575757575758 471 0.569237433828692 942
2.0416 1.039 7.134826762246118 0.47058823529411764 5150.022396882364 0.9803921568627451 858.3370661470607 314 94.387145901435 488.18528620367675 4.6471155487284515 471 0.5746161713717769 942
2.5416 1.539 7.456625074272132 0.47058823529411764 5133.21035465089 0.9803921568627451 855.5350591084816 307 90.19097386193998 473.50841721550853 4.921865715983363 492 0.5895815140484876 984
3.0416 2.0389999999999997 7.338848039215686 0.47058823529411764 5124.818308360144 0.9803921568627451 854.1363847266907 308 97.47780182158174 454.7578698242459 4.707107843137255 471 0.5814728454198322 942
3.5416 2.5389999999999997 7.074003795066414 0.47058823529411764 5049.067117798407 0.9803921568627451 841.5111862997345 306 95.55308213497636 489.2329003503748 4.5809614168247945 451 0.5527101822529186 902
4.0416 3.0389999999999997 7.390968508615567 0.47058823529411764 5124.8832312563445 0.9803921568627451 854.1472052093908 309 84.62177332480647 450.34399733813916 4.792335115864527 479 0.5851656730537649 958
4.5416 3.5389999999999997 8.039324116743472 0.47058823529411764 5056.851739002612 0.9803921568627451 842.8086231671019 302 89.10192278317722 432.4524654895925 5.083726958525346 496 0.6175676672815762 992
5.0416 4.039 7.1683473389355745 0.47058823529411764 5119.999999999989 0.9803921568627451 853.3333333333316 315 84.83694248795703 467.21426794563 4.625210084033614 476 0.5855448776424719 952
5.5416 4.539 8.26770935158032 0.47058823529411764 5003.49890103559 0.9803921568627451 833.9164835059318 292 85.14826003687544 490.665266004289 5.371228413163897 504 0.6102590387339616 1008
6.0416 5.039 8.510220741901776 0.47058823529411764 5035.418796409275 0.9803921568627451 839.2364660682125 292 92.3638567741367 467.3387113123127 5.345393591083247 502 0.6257364114694833 1004
4.0312 0.052 8.045835510275166 7.551020408163265 5039.893897692997 3.479591836734694 839.9823162821662 293 80.14175813501518 455.77461288783394 5.161605276907001 484 0.5939075883157129 968
4.5312 0.552 6.22962962962963 7.551020408163265 5470.656934021362 3.479591836734694 911.776155670227 329 105.18697767421556 476.80031743959387 4.061111111111111 435 0.5345067567762992 870
5.0312 1.052 7.097916666666666 7.551020408163265 5211.31390455956 3.479591836734694 868.5523174265933 316 93.07151425634102 466.25026909265756 4.609821428571428 468 0.5724336078045245 936
5.5312 1.552 7.269574036511156 9.46236559139785 5088.177517160526 3.290322580645161 848.029586193421 304 97.97794886348643 457.60013594786153 4.831536752632087 469 0.5596375040480656 938
6.0312 2.052 7.451067927170868 9.46236559139785 5207.006175835021 3.290322580645161 867.8343626391702 314 94.29114708553755 455.9950134083528 4.9843837535014 501 0.5927753429577072 1002
6.5312 2.552 7.271953405017921 9.46236559139785 5092.6366543524155 3.290322580645161 848.7727757254025 304 100.61465564124906 477.47603424960414 4.714605734767026 463 0.565966869698916 926
7.0312 3.052 6.135930735930736 4.9523809523809526 5255.1168496913515 3.7809523809523813 875.852808281892 319 96.54719326180803 458.78155260170115 4.073015873015873 419 0.5062419202693854 838
7.5312 3.552 7.523719165085389 4.9523809523809526 4988.572732169538 3.7809523809523813 831.4287886949229 308 94.86015747991812 437.94691371741874 4.93550194271257 491 0.5916178520122004 982
8.0312 4.052 7.432713963963963 4.9523809523809526 5082.701884886323 3.7809523809523813 847.1169808143871 311 93.71094026584052 451.3266693370615 4.836993243243243 483 0.5881197957158405 966
4.0312 0.38099999999999995 7.079718756189344 0.6172839506172839 5096.659274827102 2.6234567901234565 849.4432124711838 318 99.57897230463439 459.3821417700962 4.608090711031887 472 0.5765026119044365 944
4.5312 0.881 7.148313492063491 0.6172839506172839 5219.86888330329 2.6234567901234565 869.978147217215 317 94.16156010662712 446.4527475024978 4.729100529100529 485 0.5824795620840076 970
5.0312 1.381 6.9754901960784315 0.6172839506172839 5127.760056045569 2.6234567901234565 854.6266760075949 309 100.84864885484691 461.35618974794835 4.450367647058823 445 0.5548246658823859 890
5.5312 1.881 7.51100191100191 0.6172839506172839 5120.767980746743 2.6234567901234565 853.4613301244572 312 96.23434938010949 471.1243931773482 4.862844662844663 478 0.5845622578040496 956
6.0312 2.3810000000000002 7.238392857142856 0.6172839506172839 5192.574952962661 2.6234567901234565 865.4291588271102 307 94.36077911605328 426.71870214323576 4.860921717171717 485 0.5724820720793959 970
6.5312 2.8810000000000002 7.523027356103732 0.6172839506172839 5062.473829296726 2.6234567901234565 843.7456382161209 301 97.23709574275857 450.66085264358054 4.869465528146743 471 0.5758025530379449 942
7.0312 3.3810000000000002 7.0565218919108865 0.6172839506172839 5178.738382561714 2.6234567901234565 863.1230637602857 307 98.8195879399786 473.42181158530434 4.641331084405088 466 0.5623333024471485 932
7.5312 3.8810000000000002 7.605897686542849 0.6172839506172839 5089.588439698364 2.6234567901234565 848.2647399497273 306 96.05490844771485 439.22227888176536 5.047716251701072 492 0.5864698633934199 984
8.0312 4.381 6.735294117647058 0.6172839506172839 5227.51021707598 2.6234567901234565 871.2517028459966 313 109.52051313035223 494.83597906630257 4.333333333333333 442 0.5474073672892696 884
4.0312 0.71 7.841877218072992 0.44642857142857145 5044.089051786103 1.3928571428571428 840.6815086310171 296 95.54963826703784 454.7054584792287 5.103172837544361 478 0.5806278793487808 956
4.5312 1.21 6.805042016806723 0.44642857142857145 5163.820301635831 1.3928571428571428 860.6367169393052 319 85.54319435300918 490.71340767114964 4.578991596638656 472 0.5581598465463812 944
5.0312 1.71 6.48577694235589 0.44642857142857145 5313.331052791251 1.3928571428571428 885.5551754652084 327 98.59429332833429 463.8854231162901 4.177333959899749 433 0.5385026784236259 866
5.5312 2.21 6.629707438530968 0.44642857142857145 5306.613333333322 1.3928571428571428 884.4355555555536 324 96.22341142420674 492.27941817772484 4.320946156240274 453 0.5544024347141323 906
6.0312 2.71 7.006060606060605 0.44642857142857145 5234.213020423984 1.3928571428571428 872.3688367373306 318 85.39961822772214 430.63927258898303 4.6152958152958155 474 0.5721418959390497 948
6.5312 3.21 7.0900735294117645 0.44642857142857145 5020.301064812758 1.3928571428571428 836.7168441354597 304 87.11876049507255 463.28309398052505 4.5900735294117645 458 0.5621540048384909 916
7.0312 3.71 7.293820558526441 0.44642857142857145 5195.1070773684805 1.3928571428571428 865.8511795614135 304 93.38333097728562 452.5037453722257 4.7504456327985745 475 0.577743433460061 950
7.5312 4.21 7.286988304093566 0.44642857142857145 5246.82543490086 1.3928571428571428 874.47090581681 312 92.83200569496643 468.47022586799 4.85577485380117 474 0.5674754955334138 948
8.0312 4.71 6.571708683473389 0.44642857142857145 5289.538722222214 1.3928571428571428 881.5897870370358 320 89.96848109252603 447.1489905292028 4.233613445378151 440 0.545173367474074 880
4.0312 1.039 7.0761808755760365 0.3861003861003861 5133.916251879027 0.9652509652509652 855.6527086465045 301 106.44726051675686 496.7132031666776 4.655779569892473 453 0.5479341067348809 906
4.5312 1.539 7.428447185325743 0.3861003861003861 4980.344322229198 0.9652509652509652 830.0573870381996 298 91.82231758758583 451.6378572099243 4.822778304870336 469 0.5707267912568492 938
5.0312 2.0389999999999997 6.9109243697478995 0.3861003861003861 5207.300699089617 0.9652509652509652 867.8834498482696 316 94.71635264906647 471.1047933719678 4.467481538069773 456 0.5607453842897235 912
5.5312 2.5389999999999997 7.743518518518518 0.3861003861003861 5087.635067592581 0.9652509652509652 847.9391779320969 304 93.9229374975167 487.0047214168748 4.966898148148148 481 0.5921311904181604 962
6.0312 3.0389999999999997 7.316498316498316 0.3861003861003861 5223.650187499764 0.9652509652509652 870.608364583294 306 89.72528879792027 458.47384115318 4.828787878787879 474 0.5712876101145274 948
6.5312 3.5389999999999997 7.211279461279461 0.3861003861003861 5200.069989082517 0.9652509652509652 866.6783315137528 316 88.73386685817175 463.40966631851984 4.633838383838383 470 0.5805547717826941 940
7.0312 4.039 7.066369047619048 0.3861003861003861 5190.089548038709 0.9652509652509652 865.0149246731181 306 101.01399277543537 476.1299319587116 4.583630952380952 451 0.5519561438837619 902
7.5312 4.539 7.498570261437909 0.3861003861003861 5023.669836630891 0.9652509652509652 837.2783061051485 302 86.53988774985042 435.1973079079559 4.86053550207962 481 0.5869971595701945 962
8.0312 5.039 7.183155080213903 0.3861003861003861 5222.887888271275 0.9652509652509652 870.4813147118792 307 96.35346109743298 454.8054898253435 4.545157456922163 449 0.563251977952351 898
