Tag;Instance;Setting;Config;Seed;Timestamp
<<<<<<< HEAD
1, 0.052, 0.052, 0.097, 0.14, 0.531;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240613-093431
1, 0.052, 0.052, 0.098, 0.7, 0.353;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240613-093627
1, 0.052, 0.052, 0.098, 0.7, 0.353;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;2;20240613-093629
1, 0.052, 0.052, 0.098, 0.7, 0.353;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;3;20240613-093630
1, 0.052, 0.052, 0.1, 0.13, 0.528;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240613-093631
1, 0.052, 0.052, 0.1, 0.13, 0.528;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;2;20240613-093633
1, 0.052, 0.052, 0.1, 0.13, 0.528;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;3;20240613-093634
1, 0.052, 0.052, 0.086, 0.15, 0.547;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240613-093635
1, 0.052, 0.052, 0.086, 0.15, 0.547;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;2;20240613-093637
1, 0.052, 0.052, 0.086, 0.15, 0.547;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;3;20240613-093638
1, 0.052, 0.052, 0.097, 0.12, 0.538;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240613-093640
1, 0.052, 0.052, 0.097, 0.12, 0.538;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;2;20240613-093641
1, 0.052, 0.052, 0.097, 0.12, 0.538;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;3;20240613-093642
1, 0.052, 0.38099999999999995, 0.098, 1.0, 0.259;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;1;20240613-093644
1, 0.052, 0.38099999999999995, 0.098, 1.0, 0.259;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Da\Weighted2.xconf;2;20240613-093645
