Xa,Xb,Xc,OrdersHandled
0.25375000000000003,0.21666666666666667,0.5293333333333333,464.3333333333333
0.24891666666666667,0.4166666666666667,0.3333333333333333,466.8888888888889
0.5413333333333334,0.041666666666666664,0.41600000000000004,463.55555555555554
0.2368333333333333,0.30833333333333335,0.45466666666666666,462.3333333333333
0.3915,0.041666666666666664,0.5666666666666667,468.0444444444444
0.2368333333333333,0.4166666666666667,0.3453333333333333,463.0
0.23441666666666666,0.05,0.7173333333333335,454.6666666666667
0.20783333333333331,0.05416666666666667,0.7373333333333334,469.6666666666667
0.22474999999999998,0.04583333333333333,0.7293333333333334,468.3333333333333
0.5365000000000001,0.04583333333333333,0.41600000000000004,466.0
0.6259166666666667,0.041666666666666664,0.3333333333333333,471.94444444444446
0.20783333333333331,0.0625,0.7293333333333334,459.6666666666667
0.2295833333333333,0.05,0.7213333333333334,463.6666666666667
0.6162499999999999,0.05,0.3333333333333333,482.44444444444446
0.31175,0.041666666666666664,0.6453333333333333,478.0
0.5703333333333334,0.09583333333333335,0.3333333333333333,483.22222222222223
0.24650000000000002,0.041666666666666664,0.712,467.3333333333333
0.5050833333333333,0.041666666666666664,0.45466666666666666,484.3333333333333
0.24166666666666667,0.05416666666666667,0.7040000000000001,470.0
0.22474999999999998,0.36666666666666664,0.40800000000000003,477.6666666666667
0.24166666666666667,0.17916666666666667,0.5786666666666667,476.3333333333333
0.2295833333333333,0.23333333333333336,0.5373333333333333,474.3333333333333
0.2368333333333333,0.041666666666666664,0.7213333333333334,473.6666666666667
0.21991666666666665,0.05416666666666667,0.7253333333333334,477.6666666666667
0.3238333333333333,0.275,0.4,487.3333333333333
