#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;170.91;0.04;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.86;171.39;0.89;PP/0.02,TA/0.78,IS/0,PS/0.41,RB/0,OB/0.01,RP/0
119.81;171.39;1.32;PP/0.03,TA/1.14,IS/0,PS/0.74,RB/0,OB/0.02,RP/0
179.82;171.39;1.65;PP/0.04,TA/1.4,IS/0,PS/0.79,RB/0,OB/0.03,RP/0
239.84;171.39;1.78;PP/0.05,TA/1.5,IS/0,PS/0.81,RB/0,OB/0.04,RP/0
299.96;171.89;2.01;PP/0.05,TA/1.68,IS/0,PS/0.83,RB/0,OB/0.04,RP/0
359.97;172.35;2.11;PP/0.06,TA/1.73,IS/0,PS/0.85,RB/0,OB/0.05,RP/0
419.7;172.56;2.23;PP/0.07,TA/1.8,IS/0,PS/0.87,RB/0,OB/0.05,RP/0
479.69;172.56;2.34;PP/0.08,TA/1.86,IS/0,PS/0.9,RB/0,OB/0.06,RP/0
539.99;173.18;2.43;PP/0.08,TA/1.91,IS/0,PS/0.93,RB/0,OB/0.07,RP/0
599.81;173.18;2.54;PP/0.09,TA/1.97,IS/0,PS/0.96,RB/0,OB/0.07,RP/0
659.94;173.18;2.69;PP/0.1,TA/2.07,IS/0,PS/0.98,RB/0,OB/0.08,RP/0
719.63;174.22;2.78;PP/0.11,TA/2.11,IS/0,PS/1,RB/0,OB/0.09,RP/0
779.94;174.22;2.88;PP/0.12,TA/2.15,IS/0,PS/1.03,RB/0,OB/0.1,RP/0
839.88;174.43;2.99;PP/0.13,TA/2.2,IS/0,PS/1.04,RB/0,OB/0.1,RP/0
900;174.79;3.1;PP/0.14,TA/2.26,IS/0,PS/1.07,RB/0,OB/0.11,RP/0
959.76;174.79;3.22;PP/0.15,TA/2.35,IS/0,PS/1.07,RB/0,OB/0.11,RP/0
1019.87;174.79;3.33;PP/0.16,TA/2.4,IS/0,PS/1.09,RB/0,OB/0.12,RP/0
1079.73;174.79;3.43;PP/0.17,TA/2.45,IS/0,PS/1.12,RB/0,OB/0.12,RP/0
1139.96;174.8;3.51;PP/0.17,TA/2.48,IS/0,PS/1.14,RB/0,OB/0.13,RP/0
1199.87;175.17;3.6;PP/0.18,TA/2.53,IS/0,PS/1.15,RB/0,OB/0.13,RP/0
1259.87;175.84;3.69;PP/0.19,TA/2.57,IS/0,PS/1.16,RB/0,OB/0.14,RP/0
1319.82;175.98;3.82;PP/0.2,TA/2.64,IS/0,PS/1.19,RB/0,OB/0.15,RP/0
1379.97;175.98;3.91;PP/0.21,TA/2.68,IS/0,PS/1.21,RB/0,OB/0.16,RP/0
1439.73;176.4;4;PP/0.22,TA/2.71,IS/0,PS/1.22,RB/0,OB/0.16,RP/0
1499.89;176.17;4.08;PP/0.23,TA/2.75,IS/0,PS/1.23,RB/0,OB/0.17,RP/0
1559.82;176.25;4.16;PP/0.24,TA/2.79,IS/0,PS/1.24,RB/0,OB/0.18,RP/0
1619.97;176.25;4.26;PP/0.24,TA/2.83,IS/0,PS/1.26,RB/0,OB/0.18,RP/0
1679.64;176.25;4.34;PP/0.25,TA/2.87,IS/0,PS/1.27,RB/0,OB/0.19,RP/0
1739.98;176.25;4.42;PP/0.27,TA/2.89,IS/0,PS/1.29,RB/0,OB/0.19,RP/0
1799.99;176.25;4.51;PP/0.28,TA/2.93,IS/0,PS/1.3,RB/0,OB/0.2,RP/0
