# W2 W3 ItemPileOneAvg DistanceTraveledPerBot DistanceTraveled TripCount OrderThroughputTimeAvg OrderTurnoverTimeAvg OrderPileOneAvg OrdersHandled 
0.059 0.059 7.648214285714286 851.6436137937964 5109.861682762778 300 90.4256194533176 443.7303638449228 4.9800595238095235 480
0.109 0.109 6.870710784313725 858.584271000877 5151.5056260052625 311 109.16161582371362 477.6216634854065 4.509803921568628 450
0.159 0.159 6.697536720781502 875.4795309502935 5252.877185701761 313 105.99202645353735 517.3297306493957 4.331435800126502 435
0.20900000000000002 0.20900000000000002 6.323023980918717 890.2232852008516 5341.33971120511 332 99.65139534899448 473.55632551776955 4.074306363780048 435
0.259 0.259 6.967666864725689 850.7987195629465 5104.792317377679 317 94.02005992359686 443.11755089705224 4.642057833234304 478
0.309 0.309 6.565608465608466 871.3179545342141 5227.907727205285 322 103.422237615339 510.0929036056066 4.235449735449735 449
0.359 0.359 6.785234585234586 871.1958105670095 5227.174863402057 327 97.73244020895696 491.45368364875117 4.396739596739597 460
0.409 0.409 6.91445707070707 844.3819773905406 5066.291864343243 306 89.07044461833947 456.9157860301127 4.647095959595959 455
0.45899999999999996 0.45899999999999996 6.761982570806101 876.4265919563636 5258.559551738182 319 105.98031431324446 508.83911458506964 4.285403050108933 445
0.059 0.30400000000000005 6.374338624338624 887.2563419931789 5323.5380519590735 321 110.82697691128718 482.10161327460435 4.232010582010582 448
0.109 0.35400000000000004 6.674497874497874 875.8305086598475 5254.983051959085 324 95.99599497065361 475.88121238402465 4.442853242853243 464
0.159 0.404 6.6940836940836945 893.1743261424339 5359.045956854603 320 104.43934948834459 451.12857013687 4.412698412698412 454
0.20900000000000002 0.454 7.156547619047619 849.084514788001 5094.507088728006 303 97.60607217993663 489.39815892566776 4.76547619047619 470
0.259 0.504 7.296042287882894 858.0419482324734 5148.2516893948405 308 89.80545786133615 474.56597449388516 4.838059094605584 482
0.309 0.554 7.471537001897533 853.8865878231699 5123.319526939019 307 99.70941876557181 487.48712173212107 4.893738140417457 483
0.359 0.6040000000000001 7.620341344479276 848.7854684553919 5092.7128107323515 300 99.11827529709433 488.36350694058103 4.943573667711599 465
0.409 0.6540000000000001 6.76647740177152 872.1917129220918 5233.150277532551 325 93.17964687029396 462.3679066889792 4.380906957377545 463
0.45899999999999996 0.7040000000000002 7.017261904761905 855.9320780860322 5135.592468516194 314 101.1903055578812 502.32924957031173 4.449107142857143 448
0.059 0.549 6.911764705882352 885.3340196222476 5312.004117733486 323 97.72566847549602 458.1910964037042 4.468409586056645 464
0.109 0.5990000000000001 7.1078431372549025 857.7374640396766 5146.42478423806 321 94.31414209643758 447.6077948932043 4.7079860609272375 486
0.159 0.6490000000000001 6.311711711711712 871.9470752923174 5231.682451753904 332 97.020226547015 480.8572673443687 4.058687258687258 434
0.20900000000000002 0.6990000000000002 6.4511212511212515 868.6889983303698 5212.133989982219 323 97.7438633196289 467.93712591753945 4.237970437970438 443
0.259 0.7490000000000002 6.982624564977506 839.9358086385142 5039.614851831086 316 92.89487913368032 460.8157365948704 4.673983532807061 476
0.309 0.7990000000000003 6.6945689386865865 870.421617493661 5222.529704961966 325 90.62002706316117 463.91554231239735 4.329178338001867 454
0.359 0.8490000000000003 6.727569815805109 885.1731003365059 5311.038602019035 315 91.9105933699486 462.575446120985 4.4379084967320255 448
0.409 0.8990000000000004 7.113636363636364 871.0364268030183 5226.21856081811 315 97.38133582982098 450.87232411797584 4.715488215488215 479
0.45899999999999996 0.9490000000000004 7.386215092097444 834.4389378503296 5006.633627101977 312 101.12260604421566 468.03151372846304 4.700237670825906 475
0.059 0.794 7.517565735971808 844.7541414205801 5068.524848523481 309 97.72030006888663 459.44708078900067 4.865681756573597 485
0.109 0.8440000000000001 7.8203381059168535 834.0496528307225 5004.297916984335 304 89.02406971775099 447.58826370907616 5.079964732716156 497
0.159 0.8940000000000001 6.9600217864923755 872.5981533999606 5235.588920399763 324 94.34658107974343 479.6671212553832 4.495751633986928 472
0.20900000000000002 0.9440000000000002 7.044584500466853 855.9741020833326 5135.8446124999955 323 93.27600588676977 472.4330039312259 4.497634609399316 471
0.259 0.9940000000000002 6.983333333333334 879.529025368588 5277.174152211528 318 98.85536349349593 489.40179115408597 4.601346801346802 476
0.309 1.0440000000000003 6.5723410576351755 883.0660336350862 5298.396201810518 317 98.42582811343019 500.8806214481625 4.315260447613389 443
0.359 1.0940000000000003 7.120920868347338 866.3898928106428 5198.339356863857 313 97.93211960036494 464.58518936581044 4.621008403361345 466
0.409 1.1440000000000003 6.7402964461787995 877.4207451920342 5264.5244711522055 316 95.0142569050504 472.1853262390867 4.419705802058743 457
0.45899999999999996 1.1940000000000004 6.393097643097643 893.57031829199 5361.42190975194 323 100.02521753661883 498.8984181312354 4.128787878787879 431
0.3062 0.059 6.54367201426025 882.3585755649095 5294.151453389457 321 104.00471765051346 463.90501327549714 4.321845910081204 443
0.3562 0.109 6.0980320333261515 900.4128643888052 5402.4771863328315 333 97.39950341042791 496.4726051756442 4.054937872584931 434
0.4062 0.159 6.171471471471471 895.3194159621036 5371.916495772622 327 102.30927183926117 459.5633702725929 3.992621192621193 431
0.4562 0.20900000000000002 6.034627484627485 894.036059932046 5364.216359592276 333 93.03040713723904 471.0452854654045 3.997504647504648 431
0.5062 0.259 6.168300653594771 875.0578018854923 5250.346811312954 326 105.14156257514412 505.5195692204859 4.127450980392157 438
0.5562 0.309 5.937301587301587 900.9266477219456 5405.559886331674 332 104.07767932760835 493.6719899712398 3.8515873015873012 412
0.6062000000000001 0.359 6.569094304388422 901.9661891460886 5411.797134876531 323 95.08458705428922 448.7062759902361 4.405493308434485 461
0.6562000000000001 0.409 6.082023199670258 896.5336175411494 5379.201705246896 332 98.39403995382365 461.07863459484815 4.0605752811635165 434
0.7062000000000002 0.45899999999999996 6.02738416554206 906.7924946053054 5440.754967631832 338 97.44229820335622 529.1570219813461 3.931806680161943 420
0.3062 0.30400000000000005 6.318369453044376 885.8349176132793 5315.009505679676 328 100.69328685702737 455.5806762184738 4.149122807017544 437
0.3562 0.35400000000000004 6.920628896719978 846.5951945258317 5079.571167154991 307 92.76499408828845 455.07264937666514 4.663368573235746 465
0.4062 0.404 7.1359418767506995 854.2967188763532 5125.780313258119 313 95.44588209342545 470.9357502792746 4.549299719887955 457
0.4562 0.454 6.762745098039216 861.9608204065876 5171.764922439525 322 95.30991476192324 436.6776817583764 4.445658263305322 462
0.5062 0.504 6.325 905.3136139622337 5431.881683773402 338 79.76147229352175 500.20219237912994 4.185574229691877 450
0.5562 0.554 6.879362311620376 876.4926715458611 5258.956029275167 318 98.07025361070272 504.55399934391625 4.4870511064059455 458
0.6062000000000001 0.6040000000000001 6.4040805511393755 876.2078961065152 5257.247376639091 317 92.37537283599687 477.0379144835953 4.188016893899246 433
0.6562000000000001 0.6540000000000001 6.938172043010752 853.7360398772154 5122.4162392632925 314 104.93261839374364 438.06873240922465 4.542712066905615 464
