Tag;Instance;Setting;Config;Seed;Timestamp
1, 0.059, 0.059, 0.104, 0.27, 0.958;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240613-094154
1, 0.059, 0.059, 0.104, 0.27, 0.958;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240613-094155
1, 0.059, 0.059, 0.104, 0.27, 0.958;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;3;20240613-094157
1, 0.059, 0.059, 0.104, 0.61, 0.392;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240613-094159
1, 0.059, 0.059, 0.104, 0.61, 0.392;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240613-094200
1, 0.059, 0.059, 0.104, 0.61, 0.392;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;3;20240613-094202
1, 0.059, 0.059, 0.121, 0.39, 0.667;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240613-094204
1, 0.059, 0.059, 0.121, 0.39, 0.667;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240613-094205
1, 0.059, 0.059, 0.121, 0.39, 0.667;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;3;20240613-094207
1, 0.059, 0.30400000000000005, 0.107, 0.625, 0.35;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240613-094209
1, 0.059, 0.30400000000000005, 0.107, 0.625, 0.35;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240613-094210
1, 0.059, 0.30400000000000005, 0.107, 0.625, 0.35;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;3;20240613-094212
1, 0.059, 0.30400000000000005, 0.118, 0.465, 0.558;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240613-094214
1, 0.059, 0.30400000000000005, 0.118, 0.465, 0.558;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240613-094215
1, 0.059, 0.30400000000000005, 0.118, 0.465, 0.558;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;3;20240613-094217
1, 0.059, 0.30400000000000005, 0.21, 0.22, 0.442;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240613-094219
1, 0.059, 0.30400000000000005, 0.21, 0.22, 0.442;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240613-094221
1, 0.059, 0.30400000000000005, 0.21, 0.22, 0.442;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;3;20240613-094223
1, 0.059, 0.549, 0.109, 0.385, 0.742;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240613-094224
1, 0.059, 0.549, 0.109, 0.385, 0.742;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240613-094226
1, 0.059, 0.549, 0.109, 0.385, 0.742;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;3;20240613-094227
1, 0.059, 0.549, 0.113, 0.415, 0.667;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240613-094229
1, 0.059, 0.549, 0.113, 0.415, 0.667;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240613-094231
1, 0.059, 0.549, 0.113, 0.415, 0.667;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;3;20240613-094232
1, 0.059, 0.549, 0.196, 0.305, 0.383;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240613-094234
1, 0.059, 0.549, 0.196, 0.305, 0.383;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240613-094236
1, 0.059, 0.549, 0.196, 0.305, 0.383;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;3;20240613-094238
1, 0.059, 0.794, 0.218, 0.24, 0.367;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240613-094239
1, 0.059, 0.794, 0.218, 0.24, 0.367;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240613-094241
