W2,W3,Za,Zb,Zc,ItemPileOneAvg,DistanceTraveled,OrderTurnoverTimeAvg,OrdersHandled
0.059,0.059,0.104,0.27,0.958,7.648214285714286,5109.861682762778,443.7303638449228,480
0.059,0.059,0.104,0.27,0.958,6.870710784313725,5151.5056260052625,477.6216634854065,450
0.059,0.059,0.104,0.27,0.958,6.697536720781502,5252.877185701761,517.3297306493957,435
0.059,0.059,0.104,0.61,0.392,6.323023980918717,5341.33971120511,473.55632551776955,435
0.059,0.059,0.104,0.61,0.392,6.967666864725689,5104.792317377679,443.11755089705224,478
0.059,0.059,0.104,0.61,0.392,6.565608465608466,5227.907727205285,510.0929036056066,449
0.059,0.059,0.121,0.39,0.667,6.785234585234586,5227.174863402057,491.45368364875117,460
0.059,0.059,0.121,0.39,0.667,6.91445707070707,5066.291864343243,456.9157860301127,455
0.059,0.059,0.121,0.39,0.667,6.761982570806101,5258.559551738182,508.83911458506964,445
0.059,0.30400000000000005,0.107,0.625,0.35,6.374338624338624,5323.5380519590735,482.10161327460435,448
0.059,0.30400000000000005,0.107,0.625,0.35,6.674497874497874,5254.983051959085,475.88121238402465,464
0.059,0.30400000000000005,0.107,0.625,0.35,6.6940836940836945,5359.045956854603,451.12857013687,454
0.059,0.30400000000000005,0.118,0.465,0.558,7.156547619047619,5094.507088728006,489.39815892566776,470
0.059,0.30400000000000005,0.118,0.465,0.558,7.296042287882894,5148.2516893948405,474.56597449388516,482
0.059,0.30400000000000005,0.118,0.465,0.558,7.471537001897533,5123.319526939019,487.48712173212107,483
0.059,0.30400000000000005,0.21,0.22,0.442,7.620341344479276,5092.7128107323515,488.36350694058103,465
0.059,0.30400000000000005,0.21,0.22,0.442,6.76647740177152,5233.150277532551,462.3679066889792,463
0.059,0.30400000000000005,0.21,0.22,0.442,7.017261904761905,5135.592468516194,502.32924957031173,448
0.059,0.549,0.109,0.385,0.742,6.911764705882352,5312.004117733486,458.1910964037042,464
0.059,0.549,0.109,0.385,0.742,7.1078431372549025,5146.42478423806,447.6077948932043,486
0.059,0.549,0.109,0.385,0.742,6.311711711711712,5231.682451753904,480.8572673443687,434
0.059,0.549,0.113,0.415,0.667,6.4511212511212515,5212.133989982219,467.93712591753945,443
0.059,0.549,0.113,0.415,0.667,6.982624564977506,5039.614851831086,460.8157365948704,476
0.059,0.549,0.113,0.415,0.667,6.6945689386865865,5222.529704961966,463.91554231239735,454
0.059,0.549,0.196,0.305,0.383,6.727569815805109,5311.038602019035,462.575446120985,448
0.059,0.549,0.196,0.305,0.383,7.113636363636364,5226.21856081811,450.87232411797584,479
0.059,0.549,0.196,0.305,0.383,7.386215092097444,5006.633627101977,468.03151372846304,475
