#FromID;FromX;FromY;FromIsStorage;FromIsIStation;FromIsOStation;FromIsElevator;ToID;ToX;ToY;ToIsStorage;ToIsIStation;ToIsOStation;ToIsElevator;Count;TravelTimeAvg;TravelTimeVar;TravelTimeMin;TravelTimeMax
12;35.50;3.50;False;False;True;False;144;19.50;1.50;True;False;False;False;2;19.604444444444653;1.067422839506003;18.873888888889155;20.33500000000015
12;35.50;3.50;False;False;True;False;146;21.50;1.50;True;False;False;False;1;19.68435065303163;0;19.68435065303163;19.68435065303163
12;35.50;3.50;False;False;True;False;147;22.50;1.50;True;False;False;False;1;37.83055555555461;0;37.83055555555461;37.83055555555461
12;35.50;3.50;False;False;True;False;149;24.50;1.50;True;False;False;False;3;15.477871569190777;0.13869288835379043;15.057777777777773;15.767503596460756
12;35.50;3.50;False;False;True;False;151;12.50;2.50;True;False;False;False;2;20.761666666666542;0.11202222222244895;20.524999999999636;20.99833333333345
12;35.50;3.50;False;False;True;False;153;14.50;2.50;True;False;False;False;1;19.517222222222244;0;19.517222222222244;19.517222222222244
12;35.50;3.50;False;False;True;False;155;16.50;2.50;True;False;False;False;2;18.01944444444456;0.08820000000007831;17.809444444444466;18.229444444444653
12;35.50;3.50;False;False;True;False;157;18.50;2.50;True;False;False;False;1;16.387777777777956;0;16.387777777777956;16.387777777777956
12;35.50;3.50;False;False;True;False;158;19.50;2.50;True;False;False;False;1;17.733427124746072;0;17.733427124746072;17.733427124746072
12;35.50;3.50;False;False;True;False;160;21.50;2.50;True;False;False;False;1;14.443888888888864;0;14.443888888888864;14.443888888888864
12;35.50;3.50;False;False;True;False;161;22.50;2.50;True;False;False;False;1;14.13453823585732;0;14.13453823585732;14.13453823585732
12;35.50;3.50;False;False;True;False;162;23.50;2.50;True;False;False;False;1;13.43111111111125;0;13.43111111111125;13.43111111111125
12;35.50;3.50;False;False;True;False;163;24.50;2.50;True;False;False;False;2;12.306341993182428;0.09457170513378194;12.088888888888903;12.523795097475954
12;35.50;3.50;False;False;True;False;179;12.50;4.50;True;False;False;False;1;20.41833333333352;0;20.41833333333352;20.41833333333352
12;35.50;3.50;False;False;True;False;181;14.50;4.50;True;False;False;False;1;21.895735945455726;0;21.895735945455726;21.895735945455726
12;35.50;3.50;False;False;True;False;183;16.50;4.50;True;False;False;False;1;17.797222222222217;0;17.797222222222217;17.797222222222217
12;35.50;3.50;False;False;True;False;184;17.50;4.50;True;False;False;False;3;17.858951416497387;0.022550243798605596;17.68620490252374;17.95833333333337
12;35.50;3.50;False;False;True;False;185;18.50;4.50;True;False;False;False;1;16.291565682332475;0;16.291565682332475;16.291565682332475
12;35.50;3.50;False;False;True;False;189;22.50;4.50;True;False;False;False;1;14.08888888888896;0;14.08888888888896;14.08888888888896
12;35.50;3.50;False;False;True;False;190;23.50;4.50;True;False;False;False;1;16.399545428784904;0;16.399545428784904;16.399545428784904
12;35.50;3.50;False;False;True;False;191;24.50;4.50;True;False;False;False;2;15.60466813358778;0.4657168969155557;15.122114044953378;16.08722222222218
12;35.50;3.50;False;False;True;False;233;24.50;7.50;True;False;False;False;1;18.96388888888896;0;18.96388888888896;18.96388888888896
12;35.50;3.50;False;False;True;False;247;24.50;8.50;True;False;False;False;2;17.569769117928757;0.14187611466481634;17.303427124746293;17.836111111111222
28;35.50;9.50;False;False;True;False;200;19.50;5.50;True;False;False;False;1;20.746111111111304;0;20.746111111111304;20.746111111111304
28;35.50;9.50;False;False;True;False;228;19.50;7.50;True;False;False;False;2;20.06143578459546;0.3485341885687259;19.64398268030186;20.47888888888906
28;35.50;9.50;False;False;True;False;230;21.50;7.50;True;False;False;False;1;18.62555555555548;0;18.62555555555548;18.62555555555548
