#TimeStamp;TripTime;Type
22;11;O
26;15;O
37;28;O
41;30;O
47;27;O
50;19;O
51;21;O
52;24;O
53;29;O
55;36;O
62;18;O
65;36;O
68;26;O
72;35;O
75;31;O
76;17;O
78;32;O
84;46;O
87;28;O
94;47;O
95;40;O
103;24;O
108;27;O
135;25;O
142;37;O
144;24;O
145;22;O
168;39;O
175;22;O
199;17;O
208;33;O
213;19;O
218;40;O
221;55;O
223;17;O
225;19;O
227;33;O
241;20;O
242;15;O
262;20;O
270;36;O
282;22;O
294;35;O
309;23;O
340;41;O
342;57;O
348;28;O
351;41;O
355;25;O
363;38;O
366;23;O
369;36;O
376;23;O
381;13;O
389;27;O
392;22;O
396;24;O
402;43;O
412;35;O
435;20;O
436;24;O
441;65;O
445;25;O
453;33;O
461;16;O
484;40;O
501;21;O
506;30;O
510;38;O
512;17;O
522;28;O
523;23;O
543;17;O
563;34;O
571;31;O
583;29;O
585;34;O
598;27;O
610;38;O
610;17;O
631;18;O
638;43;O
641;28;O
645;33;O
652;26;O
659;18;O
662;46;O
665;47;O
688;16;O
695;36;O
697;23;O
700;26;O
709;28;O
714;27;O
747;41;O
748;21;O
753;24;O
757;20;O
757;23;O
785;21;O
797;22;O
800;20;O
811;22;O
813;24;O
835;27;O
854;22;O
862;21;O
875;22;O
878;30;O
882;19;O
889;25;O
899;45;O
910;28;O
919;19;O
929;24;O
936;29;O
957;26;O
965;33;O
990;27;O
1003;46;O
1009;44;O
1009;38;O
1023;30;O
1031;42;O
1044;40;O
1045;20;O
1058;27;O
1060;27;O
1061;25;O
1102;30;O
1110;37;O
1110;26;O
1117;21;O
1122;30;O
1129;31;O
1141;14;O
1141;23;O
1151;28;O
1173;28;O
1189;19;O
1198;23;O
1199;29;O
1204;42;O
1205;19;O
1208;28;O
1236;26;O
1240;16;O
1260;21;O
1264;29;O
1268;26;O
1269;18;O
1299;20;O
1314;18;O
1324;32;O
1337;30;O
1342;30;O
1350;48;O
1365;29;O
1366;26;O
1391;32;O
1394;28;O
1394;38;O
1409;32;O
1422;40;O
1429;35;O
1431;20;O
1433;33;O
1433;31;O
1435;27;O
1440;23;O
1445;23;O
1452;29;O
1478;28;O
1479;20;O
1509;19;O
1514;50;O
1524;33;O
1532;23;O
1540;16;O
1546;25;O
1546;57;O
1560;25;O
1567;7;O
1580;22;O
1591;43;O
1591;15;O
1602;15;O
1620;24;O
1620;31;O
1637;17;O
1639;42;O
1640;31;O
1642;26;O
1667;35;O
1667;28;O
1683;18;O
1695;37;O
1696;32;O
1700;24;O
1700;32;O
1724;31;O
1741;22;O
1745;19;O
1749;37;O
1751;28;O
1771;18;O
1780;32;O
1783;37;O
1793;37;O
1794;61;O
1799;35;O
