#TimeStamp;TripTime;Type
21;13;O
21;10;O
27;16;O
30;21;O
40;25;O
41;30;O
50;20;O
53;37;O
59;18;O
65;22;O
66;34;O
70;31;O
70;18;O
72;9;O
72;28;O
73;20;O
73;27;O
76;51;O
79;27;O
80;23;O
92;48;O
92;40;O
101;17;O
144;31;O
149;29;O
165;24;O
178;32;O
178;38;O
188;26;O
209;26;O
219;20;O
223;40;O
227;46;O
229;37;O
241;25;O
245;25;O
245;31;O
256;21;O
275;34;O
276;33;O
278;34;O
289;25;O
303;37;O
306;33;O
311;27;O
317;43;O
318;42;O
323;30;O
331;14;O
331;37;O
356;38;O
375;23;O
378;24;O
383;26;O
402;51;O
404;47;O
407;16;O
418;12;O
420;19;O
431;28;O
437;24;O
473;20;O
478;18;O
487;28;O
489;25;O
492;41;O
499;38;O
517;16;O
518;37;O
529;7;O
530;36;O
546;22;O
550;25;O
563;22;O
563;46;O
570;25;O
578;36;O
580;21;O
591;24;O
602;42;O
609;18;O
614;28;O
615;24;O
622;38;O
640;29;O
642;8;O
644;35;O
657;31;O
667;42;O
679;23;O
691;23;O
707;19;O
719;38;O
723;22;O
725;33;O
734;24;O
740;31;O
745;20;O
751;33;O
772;28;O
784;27;O
792;29;O
799;24;O
802;37;O
816;31;O
820;42;O
826;23;O
844;32;O
857;33;O
863;26;O
874;21;O
886;27;O
892;35;O
897;33;O
901;39;O
906;39;O
906;22;O
928;27;O
931;31;O
947;20;O
963;50;O
969;33;O
973;23;O
975;37;O
978;52;O
981;17;O
982;43;O
999;22;O
1023;20;O
1028;24;O
1036;26;O
1039;38;O
1045;31;O
1048;35;O
1055;34;O
1064;27;O
1069;21;O
1081;25;O
1096;35;O
1105;18;O
1121;42;O
1123;43;O
1133;27;O
1135;37;O
1135;39;O
1158;35;O
1167;29;O
1170;23;O
1175;21;O
1176;28;O
1187;27;O
1209;20;O
1212;25;O
1220;24;O
1236;54;O
1238;58;O
1245;27;O
1247;25;O
1251;43;O
1259;20;O
1269;30;O
1284;26;O
1285;24;O
1296;26;O
1305;37;O
1319;20;O
1326;22;O
1349;17;O
1355;36;O
1357;52;O
1374;23;O
1375;28;O
1394;41;O
1397;39;O
1410;23;O
1412;20;O
1423;22;O
1441;38;O
1464;29;O
1481;33;O
1481;15;O
1484;26;O
1489;20;O
1495;40;O
1495;26;O
1499;37;O
1501;14;O
1557;30;O
1557;31;O
1558;32;O
1568;38;O
1576;37;O
1580;35;O
1597;17;O
1607;32;O
1609;51;O
1612;30;O
1614;26;O
1624;21;O
1646;33;O
1656;28;O
1663;33;O
1665;46;O
1691;41;O
1694;44;O
1697;33;O
1712;25;O
1731;18;O
1741;40;O
1744;47;O
1746;35;O
1750;28;O
1756;25;O
1758;42;O
1758;79;O
1765;23;O
1785;31;O
1793;30;O
