Tag;Instance;Setting;Config;Seed;Timestamp
1, 0.01, 1.0, 0.115, 0.5, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;1;20240621-162026
1, 0.01, 1.0, 0.115, 0.5, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;2;20240621-162028
1, 0.01, 1.0, 0.115, 0.5, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;3;20240621-162029
1, 0.01, 1.0, 0.145, 0.395, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;1;20240621-162031
1, 0.01, 1.0, 0.145, 0.395, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;2;20240621-162032
1, 0.01, 1.0, 0.145, 0.395, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;3;20240621-162034
1, 0.01, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;1;20240621-162035
1, 0.01, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;2;20240621-162038
1, 0.01, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;3;20240621-162039
1, 0.23714285714285716, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;1;20240621-162041
1, 0.23714285714285716, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;2;20240621-162044
1, 0.23714285714285716, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;3;20240621-162046
1, 0.23714285714285716, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;1;20240621-162047
1, 0.23714285714285716, 1.0, 0.118, 0.49, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dr\Weighted2.xconf;2;20240621-162050
