Xa,Xb,Xc,OrdersHandled
0.35458333333333336,0.4375,0.20833333333333334,482.6666666666667
0.44708333333333333,0.34562500000000007,0.20833333333333334,495.6666666666667
0.3638333333333333,0.42874999999999996,0.20833333333333334,484.1666666666667
0.49025,0.30012500000000003,0.20833333333333334,475.22222222222223
0.5611666666666666,0.22925,0.20833333333333334,485.3333333333333
0.6043333333333333,0.18725,0.20833333333333334,477.55555555555554
0.6166666666666667,0.175,0.20833333333333334,477.44444444444446
0.6320833333333333,0.158375,0.20833333333333334,462.3333333333333
0.6598333333333334,0.13299999999999998,0.20833333333333334,482.0
0.666,0.12512500000000001,0.20833333333333334,482.44444444444446
