#TimeStamp;TripTime;Type
32;15;O
38;11;O
44;15;O
48;28;O
66;19;O
70;18;O
110;21;O
128;7;O
152;18;O
159;12;O
182;19;O
192;13;O
218;25;O
226;25;O
237;20;O
264;16;O
281;13;O
298;25;O
311;19;O
326;16;O
363;17;O
380;27;O
400;11;O
438;19;O
450;20;O
469;19;O
487;24;O
500;17;O
502;14;O
515;12;O
525;19;O
558;11;O
560;22;O
575;22;O
590;13;O
637;16;O
648;27;O
662;18;O
664;29;O
666;20;O
680;24;O
731;21;O
753;26;O
760;22;O
762;21;O
779;14;O
783;33;O
815;21;O
843;21;O
864;20;O
876;21;O
895;10;O
916;28;O
926;7;O
941;23;O
954;20;O
1012;18;O
1020;19;O
1030;72;O
1036;37;O
1060;12;O
1076;14;O
1088;11;O
1115;25;O
1140;21;O
1145;28;O
1153;12;O
1175;18;O
1176;22;O
1221;20;O
1230;24;O
1242;11;O
1257;20;O
1262;12;O
1297;20;O
1317;17;O
1333;23;O
1335;22;O
1337;23;O
1373;31;O
1383;20;O
1401;15;O
1424;15;O
1430;28;O
1447;22;O
1456;19;O
1459;22;O
1491;31;O
1499;24;O
1515;21;O
1522;22;O
1554;22;O
1578;11;O
1582;15;O
1594;17;O
1598;21;O
1646;19;O
1655;23;O
1664;14;O
1667;29;O
1673;14;O
1685;23;O
1707;16;O
1738;26;O
1744;31;O
1745;8;O
1761;25;O
1787;23;O
1793;14;O
