#TimeStamp;TripTime;Type
35;16;O
39;15;O
42;25;O
58;28;O
66;15;O
71;23;O
163;12;O
174;16;O
182;22;O
206;22;O
240;22;O
254;11;O
259;25;O
284;24;O
310;25;O
317;22;O
331;22;O
335;18;O
354;20;O
365;24;O
396;18;O
413;12;O
430;14;O
442;21;O
486;17;O
503;32;O
523;18;O
525;27;O
565;19;O
576;34;O
604;24;O
612;30;O
620;23;O
623;22;O
675;7;O
675;24;O
698;18;O
729;23;O
739;19;O
751;20;O
760;15;O
794;18;O
800;17;O
810;23;O
888;23;O
896;28;O
902;34;O
903;27;O
946;25;O
955;20;O
968;26;O
983;18;O
1000;19;O
1051;23;O
1053;25;O
1066;27;O
1071;16;O
1072;25;O
1119;26;O
1121;21;O
1169;16;O
1190;14;O
1195;21;O
1198;23;O
1201;26;O
1259;13;O
1282;17;O
1287;25;O
1288;29;O
1288;24;O
1319;11;O
1358;21;O
1373;32;O
1373;34;O
1379;19;O
1413;24;O
1418;12;O
1437;18;O
1458;24;O
1460;25;O
1506;16;O
1517;28;O
1525;24;O
1548;22;O
1558;32;O
1587;26;O
1593;23;O
1602;12;O
1628;22;O
1658;10;O
1663;22;O
1680;23;O
1692;24;O
1712;24;O
1748;37;O
1748;32;O
1779;18;O
1789;15;O
1796;13;O
