Tag;Instance;Setting;Config;Seed;Timestamp
Dawhigh;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;1;20240603-164747
Dawhigh;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;2;20240603-164748
Dawhigh;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;1;20240603-164749
Dawhigh;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;2;20240603-164750
Dawlow;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;1;20240603-164752
Dawlow;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;2;20240603-164753
Dawlow;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;1;20240603-164754
Dawlow;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;2;20240603-164755
Dbwhigh;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;1;20240603-164757
Dbwhigh;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;2;20240603-164758
Dbwhigh;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;1;20240603-164759
Dbwhigh;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min\Weighted2.xconf;2;20240603-164801
