#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;20;200;0;0;0;0;0;0.37
59.69;20;200;0;54.42;0;59.69;0;0.36
119.89;20;200;0;92.4;0;119.89;0;0.37
179.85;20;200;0;135.85;0;172.22;0;0.42
239.85;20;200;0;174.74;0;234.09;0;0.38
299.63;20;200;0;184.66;0;282.24;0;0.37
359.69;20;200;0;226.28;0;334.56;0;0.34
419.95;20;200;0;235.49;0;361.23;0;0.31
479.87;20;200;0;265.76;0;393.7;0;0.31
539.69;20;200;0;270.38;0;449.47;0;0.35
600;20;200;0;306.94;0;481.87;0;0.34
659.59;20;200;0;256.86;0;507.62;0;0.37
720;20;200;0;285.94;0;548.87;0;0.39
779.71;20;200;0;313.62;0;596.71;0;0.33
839.95;20;200;0;325.44;0;724.35;0;0.28
899.93;200;200;0;318.1;0;698.82;0;0.35
959.85;200;200;0;349.81;0;705.83;0;0.45
1019.81;200;200;0;338.84;0;685.57;0;0.53
1079.82;200;200;0;343.75;0;762.93;0;0.56
1139.97;200;200;0;381.51;0;877.58;0;0.5
1199.9;200;200;0;404.64;0;913.49;0;0.41
1259.93;200;200;0;345.52;0;844.99;0;0.45
1319.93;200;200;0;335.96;0;953.98;0;0.39
1379.78;200;200;0;338.02;0;970.57;0;0.4
1439.71;200;200;0;295.51;0;983.4;0;0.4
1499.9;200;200;0;331.56;0;1035.05;0;0.44
1559.65;200;200;0;328.25;0;1246.95;0;0.47
1619.59;200;200;0;326.64;0;1171.17;0;0.51
1679.6;200;200;0;387.14;0;1287.25;0;0.47
1739.75;200;200;0;392.99;0;1198.12;0;0.55
1799.61;200;200;0;405.83;0;1317.03;0;0.49
