#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.6;100;0;0;0;0;0;0;0;0;0
600;0.43;100;0;0;0;0;0;0;0;0;0
1199.72;0.28;100;0;0;0;0;0;0;0;0;0
1799.8;0.14;100;0;0;0;0;0;0;0;0;0
