#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/10,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.73;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
119.63;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
179.93;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
239.96;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
299.75;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
359.81;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
419.94;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
479.71;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
539.72;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
599.67;4;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
659.83;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
719.8;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
779.66;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
839.66;4;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
899.7;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
959.99;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1019.84;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1079.93;4;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
1139.83;3;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
1199.97;6;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
1259.98;1;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/6,Rest/0
1319.92;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1379.64;7;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1439.76;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1499.65;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1559.97;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1619.81;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1679.79;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1739.79;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1799.89;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
