#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/5,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.66;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/1
119.59;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/1
179.66;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/0
239.71;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/0
299.9;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/0
359.76;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/1
419.76;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/1
479.89;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/1
539.89;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/1
599.98;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/1
