#TimeStamp;DistanceTraveled
59.96;235.12
119.95;115.88
179.8;153.25
239.69;91.11
299.97;105.78
359.79;133.94
419.92;185.76
479.74;134.71
539.64;154.64
599.66;176.54
659.86;133.47
719.89;122.15
779.62;159.25
839.95;190.18
899.89;163.51
959.95;187.77
1019.88;119.95
1079.71;172.27
1139.71;175.46
1199.92;158.1
1259.66;121.45
1319.95;200.29
1379.9;176.43
1439.9;166.64
1499.96;186.49
1559.98;205.51
1619.72;179.01
1679.98;205.16
1739.95;213.31
1799.63;216.64
