#TimeStamp;TripTime;Type
40;19;O
42;14;O
52;15;O
69;16;O
71;32;O
73;18;O
118;25;O
119;11;O
131;24;O
158;22;O
172;23;O
175;22;O
194;17;O
210;23;O
244;25;O
253;23;O
277;26;O
289;22;O
292;25;O
326;16;O
333;21;O
334;16;O
358;22;O
397;26;O
397;17;O
411;24;O
425;21;O
467;23;O
477;24;O
478;34;O
490;23;O
518;27;O
571;17;O
574;26;O
611;13;O
614;30;O
616;19;O
650;17;O
661;24;O
685;19;O
695;18;O
697;17;O
714;42;O
731;19;O
755;16;O
774;26;O
804;16;O
819;18;O
821;28;O
839;26;O
863;14;O
912;14;O
912;18;O
925;27;O
935;15;O
944;17;O
964;27;O
1002;23;O
1012;16;O
1043;22;O
1044;20;O
1053;22;O
1083;23;O
1094;18;O
1103;23;O
1123;25;O
1170;22;O
1172;37;O
1186;34;O
1197;13;O
1201;23;O
1220;28;O
1286;17;O
1293;39;O
1309;10;O
1345;28;O
1351;27;O
1357;14;O
1369;15;O
1386;27;O
1430;15;O
1434;20;O
1440;34;O
1443;21;O
1444;12;O
1466;17;O
1504;16;O
1522;24;O
1552;15;O
1557;14;O
1568;44;O
1580;23;O
1586;15;O
1615;15;O
1635;22;O
1657;18;O
1663;20;O
1664;24;O
1692;17;O
1712;13;O
1717;31;O
1729;29;O
1753;22;O
1771;34;O
1792;20;O
1797;18;O
