#TimeStamp;TripTime;Type
37;20;O
47;16;O
51;18;O
58;16;O
73;24;O
77;26;O
134;21;O
155;13;O
162;17;O
183;31;O
228;18;O
237;15;O
238;26;O
308;15;O
315;18;O
320;26;O
327;23;O
334;22;O
346;25;O
397;21;O
421;18;O
427;20;O
437;18;O
443;19;O
480;25;O
495;10;O
537;25;O
541;24;O
557;19;O
572;14;O
599;14;O
628;34;O
639;22;O
682;25;O
682;19;O
711;25;O
720;21;O
721;22;O
770;23;O
790;21;O
797;15;O
832;18;O
845;23;O
862;16;O
891;31;O
916;22;O
922;20;O
927;15;O
950;22;O
1003;19;O
1013;27;O
1018;14;O
1020;17;O
1032;28;O
1053;28;O
1111;13;O
1160;25;O
1167;22;O
1182;14;O
1186;22;O
1189;30;O
1227;33;O
1242;15;O
1253;22;O
1264;12;O
1265;17;O
1296;13;O
1313;17;O
1332;7;O
1337;20;O
1378;29;O
1389;12;O
1401;23;O
1412;20;O
1414;21;O
1445;22;O
1495;16;O
1498;24;O
1513;20;O
1532;50;O
1536;23;O
1556;21;O
1575;14;O
1588;20;O
1595;25;O
1611;18;O
1635;14;O
1637;24;O
1666;22;O
1685;26;O
1698;10;O
1702;23;O
1713;23;O
1728;12;O
1752;23;O
1759;18;O
1772;17;O
1778;17;O
1799;25;O
