Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;1800;1800
OutputStation0;35.50;3.50;234;181;33;28.347957714569674;355.79868751055744;4.221666666666657;77.1434271247474;7.090909090909091;903.9092424757616;1800
OutputStation1;35.50;9.50;225;165;35;25.44192352018747;336.8822294103966;4.04444444444448;75.48111111111223;6.428571428571429;941.530634961134;1800
OutputStation2;0.50;6.50;233;172;34;28.282538196880523;415.7708547349657;4.16944444444448;78.66787156919145;6.852941176470588;906.9435787429522;1800
