#TimeStamp;TripTime;Type
32;10;O
35;11;O
43;23;O
53;35;O
87;18;O
93;16;O
97;34;O
102;18;O
177;23;O
181;17;O
201;15;O
202;16;O
216;14;O
244;7;O
250;18;O
289;20;O
315;25;O
331;22;O
341;32;O
356;19;O
373;26;O
429;21;O
452;13;O
482;19;O
483;15;O
532;24;O
544;21;O
550;7;O
582;30;O
603;25;O
636;13;O
664;22;O
675;25;O
684;18;O
686;14;O
721;15;O
731;24;O
749;14;O
772;22;O
795;13;O
811;16;O
824;21;O
833;12;O
874;23;O
875;23;O
885;13;O
905;18;O
928;16;O
930;26;O
968;22;O
974;16;O
975;15;O
1012;24;O
1025;28;O
1042;28;O
1048;7;O
1078;28;O
1104;21;O
1106;14;O
1140;60;O
1156;17;O
1171;23;O
1174;39;O
1199;27;O
1224;15;O
1247;25;O
1247;22;O
1287;20;O
1296;25;O
1302;14;O
1358;21;O
1375;13;O
1381;30;O
1395;21;O
1399;22;O
1409;17;O
1438;7;O
1443;17;O
1450;27;O
1492;21;O
1494;14;O
1511;53;O
1517;15;O
1526;18;O
1532;20;O
1561;23;O
1562;21;O
1595;15;O
1596;17;O
1625;26;O
1633;15;O
1642;28;O
1659;31;O
1664;18;O
1693;26;O
1708;19;O
1717;20;O
1720;12;O
1746;22;O
1746;22;O
1775;17;O
1780;19;O
1786;15;O
