#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;200;200;0;0;0;0;0;0.23
59.98;200;200;0;54.34;0;59.98;0;0.27
119.87;200;200;0;90.7;0;117.84;0;0.3
179.69;200;200;0;135.58;0;166.93;0;0.32
239.93;200;200;0;170.88;0;221.8;0;0.29
299.72;200;200;0;193.11;0;266.24;0;0.3
359.96;200;200;0;240.07;0;325.66;0;0.28
419.72;200;200;0;263.87;0;373.95;0;0.29
479.73;200;200;0;280.76;0;413.6;0;0.28
539.64;200;200;0;314.57;0;448.24;0;0.34
599.89;200;200;0;313.42;0;513.65;0;0.36
659.79;200;200;0;338.64;0;573.63;0;0.35
719.83;200;200;0;348.52;0;628.08;0;0.38
779.68;200;200;0;362.09;0;666.62;0;0.38
839.82;200;200;0;326.39;0;643.76;0;0.45
899.84;200;200;0;351.44;0;718.17;0;0.42
959.96;200;200;0;345.06;0;734;0;0.42
1019.77;200;200;0;329.21;0;800.45;0;0.45
1079.73;200;200;0;358.72;0;836.57;0;0.52
1139.98;200;200;0;386.39;0;934.88;0;0.53
1199.8;200;200;0;394.16;0;1016.58;0;0.52
1259.62;200;200;0;399.42;0;1049.91;0;0.51
1319.62;200;200;0;424.78;0;1125.36;0;0.54
1379.84;200;200;0;402.26;0;1197.84;0;0.58
1439.63;200;200;0;442.56;0;1161.4;0;0.61
1499.77;200;200;0;434.06;0;1202.56;0;0.59
1559.73;200;200;0;477.11;0;1271.5;0;0.63
1619.92;200;200;0;487.06;0;1349.37;0;0.62
1679.78;200;200;0;435.31;0;1458.77;0;0.65
1739.78;200;200;0;469.46;0;1416.81;0;0.6
1799.99;200;200;0;482.77;0;1472.29;0;0.59
