Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;1800;1800
OutputStation0;35.50;3.50;264;194;34;31.63562091503291;252.76343054264746;4.16944444444448;56.274999999999864;7.764705882352941;787.8969189858026;1800
OutputStation1;35.50;9.50;227;172;37;25.031068600969213;358.2167560716863;4.04444444444448;76.87611111111084;6.135135135135135;930.860036247997;1800
OutputStation2;0.50;6.50;246;191;32;31.7158768485006;304.2595669294411;4.122222222222263;67.8247186257613;7.6875;859.2820202535345;1800
