#TimeStamp;TripTime;Type
40;19;O
42;14;O
52;15;O
69;16;O
70;32;O
73;18;O
111;8;O
117;24;O
127;23;O
154;11;O
163;23;O
188;29;O
195;19;O
227;30;O
235;16;O
241;24;O
253;16;O
273;21;O
275;20;O
311;14;O
322;35;O
334;20;O
351;20;O
378;19;O
383;35;O
408;15;O
411;15;O
431;20;O
459;24;O
463;29;O
487;30;O
497;23;O
502;13;O
524;18;O
574;21;O
575;35;O
617;24;O
629;39;O
663;16;O
672;34;O
673;22;O
675;19;O
709;19;O
764;21;O
767;24;O
787;15;O
801;14;O
817;12;O
827;19;O
840;19;O
856;23;O
874;18;O
876;20;O
910;19;O
938;27;O
940;24;O
962;25;O
978;27;O
992;16;O
1016;17;O
1041;7;O
1064;31;O
1095;14;O
1099;27;O
1108;45;O
1136;23;O
1149;26;O
1177;15;O
1206;28;O
1214;7;O
1223;11;O
1249;14;O
1256;25;O
1308;23;O
1319;30;O
1322;26;O
1355;27;O
1357;21;O
1379;25;O
1391;11;O
1408;19;O
1426;17;O
1438;19;O
1447;20;O
1487;18;O
1502;25;O
1520;35;O
1534;23;O
1559;21;O
1571;26;O
1608;16;O
1626;34;O
1629;26;O
1632;18;O
1637;30;O
1656;20;O
1676;20;O
1725;30;O
1732;18;O
1751;20;O
1751;22;O
1758;22;O
1787;15;O
