# OrderThroughputTimeAvg ItemThroughputRate ItemThroughputRateScore OrderTurnoverTimeAvg OrdersHandled TripDistance LateOrdersFractional OrderLatenessAvg ISIdleTimeAvg TimingDecisionsOverall InvCombinedAvgRank TimeMoving TimeQueueing DistanceTraveledPerBot ItemPileOneAvg OrderThroughputRate BundlesHandled OrderOffsetAvg OSIdleTimeAvg TripTime TripTimeWithoutQueueing 
146.39153776858572 1034 0.9574074074074076 565.6808251821303 334 15.194010874203714 0 0 1 0.36606180000000277 0 363.63967239265895 870.0676024796041 352.50105228152614 7.133557800224467 668 0 -10086.545244785151 0.06334679599484346 53.52038084258173 16.017466942598794 
143.98381318484994 1032 0.9555555555555556 543.6610596502289 333 14.223393558971576 0 0 1 0.33464710000000114 0 310.9143802006944 927.081588037077 293.0019073148145 7.954451345755693 666 0 -10107.669788426805 0.06386729066321443 60.26402012500257 15.260059540678439 
144.05334365539906 1032 0.9555555555555556 566.5045616623363 334 15.095437370543065 0 0 1 0.3751001000000027 0 329.4410706890309 906.854381695967 313.98509730729575 7.938461538461539 668 0 -10080.479172581145 0.06543195177056321 59.75221812935861 16.15344977859096 
147.9218946632999 1044 0.9666666666666665 523.5109598352572 323 14.554266173738974 0 0 1 0.4324401000000032 0 323.3276940564529 916.050644311923 307.09501626589235 7.920070267896356 646 0 -10096.750830130557 0.05353272009792947 58.82158620783912 15.406863728601062 
138.98043398136338 1036 0.9592592592592593 508.75201209206716 340 14.766657451303065 0 0 1 0.33216490000000093 0 241.40389392393143 1002.7979235282849 228.8831904951975 10.791666666666666 680 0 -10112.07694206887 0.06011933895222419 80.07791323417088 15.381273006539601 
147.9897852837347 1036 0.9592592592592593 495.08728053076425 341 15.282107881989118 0 0 1 0.31213190000000096 0 261.8917561139798 984.2949581676824 250.62656926462154 10.459576023391811 682 0 -10098.268430340368 0.06084932389710936 75.70396908976343 15.685983835636462 
142.18097521887393 1036 0.9592592592592593 532.9724841589083 326 13.768786127167635 0 0 1 0.322747900000001 0 257.65682245892003 981.3659762066718 238.2000000000001 9.897076023391811 652 0 -10087.235187362194 0.06149271263209161 71.62948043566578 14.903123429499786 
136.0992166553831 1042 0.9648148148148148 513.3137013364361 343 13.87878787878788 0 0 1 0.3072109000000008 0 247.4405122279649 993.5513463372781 229.00000000000006 10.285087719298245 686 0 -10131.941228583933 0.05719448989066722 74.89032856790347 14.67509545655328 
144.48053858611482 1034 0.9574074074074074 577.167258373441 341 13.811791971326173 0 0 1 0.35143060000000054 0 229.16293572791065 982.1996883304597 214.08277555555568 11.248611111111112 682 0 -10082.887855015013 0.06414302286850672 77.83534133892782 14.467619511156226 
167.00044807970207 1038 0.9611111111111111 601.3249296198067 317 14.43775004340891 0 0 1 0.2982097000000014 0 214.41320343559693 1013.7564884629819 199.24095059904295 12.774603174603177 634 0 -9913.945943718254 0.058391732145714366 88.55431358102395 15.093698475010767 
149.22656353258878 1036 0.9592592592592593 586.0802856660207 340 14.154818021909088 0 0 1 0.37225730000000196 0 231.44840618024205 1010.7812150292988 215.15323393301816 11.412613122171946 680 0 -10077.138361033234 0.06388436485644353 81.38898211430426 14.89021796763986 
152.63528642366805 1036 0.9592592592592593 561.987639267769 332 13.81779144440278 0 0 1 0.35516060000000144 0 250.8508289892342 993.0565692787926 233.52067541040697 10.189417989417988 664 0 -10050.302279847805 0.061082880360534726 73.46723652398536 14.70649277967811 
