# OrderThroughputTimeAvg ItemThroughputRate ItemThroughputRateScore OrderTurnoverTimeAvg OrdersHandled TripDistance LateOrdersFractional OrderLatenessAvg ISIdleTimeAvg TimingDecisionsOverall InvCombinedAvgRank TimeMoving TimeQueueing DistanceTraveledPerBot ItemPileOneAvg OrderThroughputRate BundlesHandled OrderOffsetAvg OSIdleTimeAvg TripTime TripTimeWithoutQueueing 
132.58008031571737 1034 0.9574074074074074 484.98697832560646 341 14.777734533688593 0 0 1 0.4219949000000048 0 319.9843080447332 918.1434199318239 305.8991048473539 8.102159244264508 682 0 -10144.769067519055 0.06526907703601348 60.049088190997125 15.694333604918675 
132.58008031571737 1034 0.9574074074074074 484.98697832560646 341 14.777734533688593 0 0 1 0.40468220000000305 0 319.9843080447332 918.1434199318239 305.8991048473539 8.102159244264508 682 0 -10144.769067519055 0.06526907703601348 60.049088190997125 15.694333604918675 
141.26510333700813 1038 0.9611111111111111 562.9873648934429 347 14.104940109893013 0 0 1 0.4058860000000019 0 310.6525981071651 902.8198477758617 296.20374230775326 8.238105032222679 694 0 -10044.84712512356 0.05886012903029123 57.918319072861436 14.92689775020136 
149.4751234612137 1034 0.9574074074074074 569.9338936987255 340 13.962248471874037 0 0 1 0.37741310000000267 0 315.3738123604871 909.7086666950072 294.6034427565422 8.002380952380951 680 0 -10108.315446966015 0.06427788060594748 58.3300947539834 15.215939934314813 
145.25835376446926 1038 0.9611111111111111 536.0716050298174 345 13.912621359223293 0 0 1 0.3559000000000031 0 305.7923469998831 931.1256551296498 286.5999999999998 8.124242424242425 690 0 -10154.725515824459 0.06108886347548934 60.25449743773951 15.054222916882724 
140.3597475162381 1036 0.9592592592592593 538.1817007189085 343 14.39898967226407 0 0 1 0.36985810000000124 0 267.6811269638809 972.1407929395984 251.98231926462122 9.678703703703704 686 0 -10057.44139902266 0.06026639009819875 70.87684597009249 15.325943516401146 
144.67545284452999 1028 0.9518518518518518 582.1009313868349 331 14.854600546510289 0 0 1 0.36478880000000263 0 300.55312480600486 937.6008780711627 285.20833049299756 8.625757575757577 662 0 -10088.301579911242 0.0674177088459558 64.64053620299354 15.807157136787149 
142.68053807654374 1036 0.9592592592592593 551.7446061297287 341 14.534663456427472 0 0 1 0.3623152000000015 0 284.818862190046 960.5791125496969 270.34474028955094 8.953703703703702 682 0 -10097.966465445455 0.059508457526355994 66.69597557798429 15.051937268860788 
125.35665091761405 1038 0.9611111111111111 541.8358102258583 351 13.100961538461538 0 0 1 0.375257000000001 0 293.4041839296783 953.1199711432843 272.5 8.062732589048379 702 0 -10154.715343900722 0.05893128632386313 59.695675678700574 13.872600142965753 
160.95981147617024 1040 0.9629629629629629 562.5836819860625 332 14.275319962352366 0 0 1 0.36159250000000137 0 203.17112118120122 1045.8609502554675 191.2892874955217 12.6996336996337 664 0 -10026.734637642681 0.05786698985591062 92.6899802386436 14.640655592713193 
152.88419850690286 1032 0.9555555555555556 600.8285194716537 335 14.749427910474607 0 0 1 0.35295950000000115 0 226.38016160327737 1004.5576904883344 212.39176191083433 12.015873015873018 670 0 -10022.05055942549 0.0671027389916617 84.9097592500563 15.148808521699733 
164.37468493691915 1036 0.9592592592592595 562.8600031755554 322 14.922787404447279 0 0 1 0.36457260000000175 0 262.87322219387863 986.4182669600519 249.21054965426956 10.249466804265564 644 0 -9979.58969182219 0.06083233255169985 74.3864140112742 15.319451917857913 
