# OrderThroughputTimeAvg ItemThroughputRate ItemThroughputRateScore OrderTurnoverTimeAvg OrdersHandled TripDistance LateOrdersFractional OrderLatenessAvg ISIdleTimeAvg TimingDecisionsOverall InvCombinedAvgRank TimeMoving TimeQueueing DistanceTraveledPerBot ItemPileOneAvg OrderThroughputRate BundlesHandled OrderOffsetAvg OSIdleTimeAvg TripTime TripTimeWithoutQueueing 
133.90418942160096 1042 0.9648148148148148 533.4840234250266 350 13.940507986799604 0 0 1 0.39077860000000103 0 327.8499992523628 905.6913254211189 309.4792773069512 7.725442834138486 700 0 -10143.91212080915 0.05500926586688221 55.91374059195352 15.116834041452666 
151.76806170765477 1036 0.959259259259259 489.14785972095865 334 14.74135359666863 0 0 1 0.3544980000000024 0 259.06083477191385 981.5494365322309 244.70646970469926 10.180419389978214 668 0 -10065.293927415694 0.061780344466146477 74.57057802590339 15.441093897455746 
144.12121829281966 1038 0.9611111111111111 502.7413812162362 332 14.45963126166127 0 0 1 0.33839550000000157 0 257.382093763068 982.135032481521 242.92180519590934 10.200027233115469 664 0 -10115.488147866137 0.059119178584648775 73.56107353325535 15.100654933164822 
133.8726140496762 1038 0.9611111111111111 524.8807887525907 348 14.29147840216107 0 0 1 0.4123518000000028 0 283.29858150675756 956.480040422076 265.8214982801959 9.16954150081085 696 0 -10134.449600908016 0.0579835390946463 66.51732963308905 15.093671545880659 
