#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;110.34;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.73;110.34;0.14;PP/0,TA/0.1,IS/0,PS/0.06,RB/0,OB/0.01,RP/0
119.99;110.34;0.19;PP/0.01,TA/0.13,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
179.97;110.28;0.22;PP/0.01,TA/0.15,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
239.99;110.18;0.27;PP/0.01,TA/0.17,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
299.86;110.18;0.3;PP/0.01,TA/0.18,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
359.97;110;0.36;PP/0.02,TA/0.19,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
419.7;109.88;0.4;PP/0.02,TA/0.2,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
479.99;100.51;0.45;PP/0.02,TA/0.21,IS/0,PS/0.11,RB/0,OB/0.05,RP/0
539.97;96.61;0.49;PP/0.03,TA/0.23,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
599.96;88.96;0.52;PP/0.03,TA/0.24,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
659.85;86.16;0.56;PP/0.03,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
719.81;80.07;0.58;PP/0.03,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
779.85;77.73;0.6;PP/0.04,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.06,RP/0
839.62;73.36;0.63;PP/0.04,TA/0.27,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
899.94;68.06;0.66;PP/0.04,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
959.99;63.54;0.7;PP/0.04,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
1019.83;63.3;0.72;PP/0.04,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.07,RP/0
1079.95;63.3;0.75;PP/0.05,TA/0.31,IS/0,PS/0.13,RB/0,OB/0.07,RP/0
1139.85;63.25;0.77;PP/0.05,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.07,RP/0
1199.8;63.03;0.8;PP/0.05,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.07,RP/0
1259.97;63.03;0.82;PP/0.06,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.08,RP/0
1319.82;63.03;0.85;PP/0.06,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.08,RP/0
1379.59;63.03;0.87;PP/0.06,TA/0.33,IS/0,PS/0.15,RB/0,OB/0.08,RP/0
1439.61;62.87;0.9;PP/0.06,TA/0.34,IS/0,PS/0.15,RB/0,OB/0.08,RP/0
1499.99;62.42;0.92;PP/0.07,TA/0.34,IS/0,PS/0.15,RB/0,OB/0.08,RP/0
1559.75;62.3;0.95;PP/0.07,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.08,RP/0
1619.99;61.99;0.98;PP/0.07,TA/0.36,IS/0,PS/0.16,RB/0,OB/0.09,RP/0
1679.62;61.91;1;PP/0.07,TA/0.36,IS/0,PS/0.16,RB/0,OB/0.09,RP/0
1739.8;61.9;1.02;PP/0.07,TA/0.36,IS/0,PS/0.16,RB/0,OB/0.09,RP/0
1799.96;61.9;1.04;PP/0.08,TA/0.37,IS/0,PS/0.16,RB/0,OB/0.09,RP/0
