Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;1800;1800
OutputStation0;35.50;3.50;240;165;33;29.865272202433314;327.37400503007586;4.366666666666561;75.30046176414282;7.2727272727272725;883.0426986555997;1800
OutputStation1;35.50;9.50;243;179;35;28.721338487330705;381.5481310877653;4.05046176414271;81.17833333333336;6.942857142857143;868.4907791029873;1800
OutputStation2;0.50;6.50;309;237;29;44.0175961574887;485.4327437878281;12.97546176414312;83.54712843081029;10.655172413793103;613.275598713104;1800
