#TimeStamp;TripTime;Type
42;20;O
45;23;O
46;22;O
53;34;O
76;26;O
78;22;O
131;28;O
157;18;O
160;23;O
175;13;O
196;22;O
241;17;O
246;18;O
269;20;O
287;18;O
305;19;O
322;14;O
330;12;O
333;20;O
384;19;O
433;19;O
441;33;O
449;23;O
456;20;O
467;23;O
491;18;O
512;17;O
539;18;O
557;22;O
589;19;O
609;34;O
613;25;O
635;19;O
646;29;O
694;17;O
718;24;O
721;26;O
739;13;O
759;17;O
821;20;O
824;33;O
832;23;O
849;16;O
863;7;O
880;18;O
938;14;O
944;13;O
949;14;O
981;20;O
983;20;O
1003;23;O
1061;39;O
1067;40;O
1068;20;O
1080;17;O
1085;13;O
1130;20;O
1152;13;O
1178;14;O
1181;14;O
1202;15;O
1213;15;O
1217;45;O
1252;22;O
1275;26;O
1284;23;O
1287;13;O
1338;22;O
1340;15;O
1349;25;O
1361;25;O
1385;20;O
1387;14;O
1419;16;O
1462;31;O
1463;24;O
1464;21;O
1468;37;O
1494;20;O
1500;20;O
1527;12;O
1532;21;O
1562;22;O
1572;15;O
1574;21;O
1614;19;O
1632;50;O
1645;33;O
1653;14;O
1683;20;O
1686;21;O
1690;25;O
1704;17;O
1726;15;O
1744;26;O
1751;9;O
1768;23;O
1782;23;O
1783;12;O
1797;18;O
