#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/20,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.86;4;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
119.81;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/20,Rest/0
179.82;8;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
239.84;9;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
299.96;9;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
359.97;8;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
419.7;9;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
479.69;9;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
539.99;10;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
599.81;7;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
659.94;8;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
719.63;8;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
779.94;7;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
839.88;5;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
900;9;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
959.76;7;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
1019.87;6;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1079.73;8;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/20,Rest/0
1139.96;10;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/19,Rest/0
1199.87;8;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1259.87;7;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/19,Rest/0
1319.82;8;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
1379.97;9;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1439.73;11;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1499.89;11;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/19,Rest/0
1559.82;7;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1619.97;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/19,Rest/0
1679.64;8;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1739.98;6;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1799.99;6;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
