Xa,Xb,Xc,OrdersHandled
0.3533333333333334,0.4375,0.20833333333333334,483.44444444444446
0.6666666666666666,0.125,0.20833333333333334,487.55555555555554
0.25666666666666665,0.533125,0.20833333333333334,489.3333333333333
0.6300000000000001,0.1625,0.20833333333333334,489.44444444444446
0.5966666666666666,0.19562500000000002,0.20833333333333334,489.55555555555554
0.26333333333333336,0.529375,0.20833333333333334,491.6666666666667
0.48333333333333334,0.3081249999999999,0.20833333333333334,492.8888888888889
0.3433333333333334,0.44999999999999996,0.20833333333333334,493.0
0.5533333333333333,0.2375,0.20833333333333334,493.1111111111111
0.65,0.14187500000000003,0.20833333333333334,498.1111111111111
