Tag;Instance;Setting;Config;Seed;Timestamp
1, 0.01, 1.0, 0.079, 0.847, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;1;20240621-161806
1, 0.01, 1.0, 0.079, 0.847, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;2;20240621-161807
1, 0.01, 1.0, 0.079, 0.847, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;3;20240621-161809
1, 0.01, 1.0, 0.103, 0.72, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;1;20240621-161819
1, 0.01, 1.0, 0.103, 0.72, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;2;20240621-161821
1, 0.01, 1.0, 0.103, 0.72, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;3;20240621-161822
1, 0.01, 1.0, 0.077, 0.853, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;1;20240621-161824
1, 0.01, 1.0, 0.077, 0.853, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;2;20240621-161826
1, 0.01, 1.0, 0.077, 0.853, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;3;20240621-161828
1, 0.15142857142857144, 1.0, 0.106, 0.7, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;1;20240621-161829
1, 0.15142857142857144, 1.0, 0.106, 0.7, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;2;20240621-161832
1, 0.15142857142857144, 1.0, 0.106, 0.7, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;3;20240621-161834
1, 0.15142857142857144, 1.0, 0.106, 0.7, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;1;20240621-161835
1, 0.15142857142857144, 1.0, 0.106, 0.7, 1.0;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xinst;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xsett;..\..\..\..\Material\Instances\01.Weighted30min Demand Gall\Dp\Weighted2.xconf;2;20240621-161837
