W2,W3,Za,Zb,Zc,ItemPileOneAvg,DistanceTraveled,OrderTurnoverTimeAvg,OrdersHandled
0.01,1,0.079,0.847,1,7.521026475106171,5079.60163793121,483.3075353516765,485
0.01,1,0.079,0.847,1,7.618912080961418,4970.130811754529,433.8361267717698,504
0.01,1,0.079,0.847,1,7.843650793650794,5144.182180776025,423.0477107435334,486
0.01,1,0.103,0.72,1,7.521026475106171,5079.60163793121,483.3075353516765,485
0.01,1,0.103,0.72,1,7.601767676767676,5063.971028817704,435.59112267829414,503
0.01,1,0.103,0.72,1,8.125839035516455,4895.716311795669,450.70624973564185,491
0.01,1,0.077,0.853,1,8.24470511567286,4891.149669362644,468.26909167556926,512
0.01,1,0.077,0.853,1,7.785578747628084,4899.527847589977,462.04073473193716,491
0.01,1,0.077,0.853,1,7.521066324945636,5087.670898494753,434.68373837473007,465
0.15142857142857144,1,0.106,0.7,1,7.9288175876411175,5009.25884490269,448.14275031598345,496
0.15142857142857144,1,0.106,0.7,1,8.090994351021832,4914.171644795694,445.5717264960146,495
0.15142857142857144,1,0.106,0.7,1,7.770517676767677,5059.498212820567,486.18097304932047,481
0.15142857142857144,1,0.106,0.7,1,7.771519751595654,4956.169577938625,433.15426268504586,498
0.15142857142857144,1,0.106,0.7,1,6.860269360269361,5180.321351130454,436.4501268555678,475
0.15142857142857144,1,0.106,0.7,1,7.041889483065954,5150.301814514173,473.56169055556904,456
0.15142857142857144,1,0.106,0.7,1,7.743177745193873,4928.2698894208015,431.74380015115696,484
0.15142857142857144,1,0.106,0.7,1,7.827755376344086,4945.203333333262,461.10641781400346,501
0.15142857142857144,1,0.106,0.7,1,7.245098039215686,5128.722860152984,476.3056614509148,465
0.29285714285714287,1,0.145,0.493,1,7.535623516268678,5011.685209605363,422.65020335185966,489
0.29285714285714287,1,0.145,0.493,1,7.896100427350427,4937.353748302457,453.79141876675163,495
0.29285714285714287,1,0.145,0.493,1,7.363293650793651,5138.100115148132,462.1209399614297,476
0.29285714285714287,1,0.145,0.493,1,7.628472222222222,4960.803885377449,458.283183205975,476
0.29285714285714287,1,0.145,0.493,1,8.17594349567784,4916.358463117281,434.8774704516158,509
0.29285714285714287,1,0.145,0.493,1,8.650179211469535,4834.118989755888,435.4766989860139,504
0.29285714285714287,1,0.145,0.493,1,7.590909090909091,5008.214080709868,418.3728144585611,485
0.29285714285714287,1,0.145,0.493,1,8.224771805273834,4887.297289454289,435.3789932621703,505
0.29285714285714287,1,0.145,0.493,1,8.010416666666666,4956.801134923697,437.1947479352821,497
0.4342857142857143,1,0.166,0.38,1,7.687846203975236,5041.480445495967,452.93272782870866,489
0.4342857142857143,1,0.166,0.38,1,8.350784050179213,4927.511923705784,449.484270778839,510
0.4342857142857143,1,0.166,0.38,1,7.950309547083741,4963.143231250566,469.62870713756513,490
0.4342857142857143,1,0.166,0.38,1,7.953405017921148,5040.540840519516,475.1504575846918,493
0.4342857142857143,1,0.166,0.38,1,7.738322503977154,4911.12224204457,445.5028902423631,502
0.4342857142857143,1,0.166,0.38,1,7.781358060465565,4966.396454498111,458.2206605475347,478
0.4342857142857143,1,0.166,0.38,1,7.969065656565657,4828.3114810095185,452.75252746086454,502
0.4342857142857143,1,0.166,0.38,1,7.892137096774193,4865.266115980026,440.14384713421254,494
0.4342857142857143,1,0.166,0.38,1,7.526830808080807,5057.86603348958,464.1527387694072,480
0.5757142857142857,1,0.179,0.313,1,7.787634408602151,4988.565015539331,485.4937243890924,476
0.5757142857142857,1,0.179,0.313,1,7.421536796536796,4906.038004638207,452.1819009436468,494
0.5757142857142857,1,0.179,0.313,1,7.653843942268989,4937.334122497152,467.388252744793,487
