#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;114.07;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.68;113.38;0.12;PP/0,TA/0.09,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.9;112.09;0.24;PP/0,TA/0.18,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
179.82;111.76;0.29;PP/0.01,TA/0.21,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
239.72;111.73;0.32;PP/0.01,TA/0.22,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
299.98;111.73;0.36;PP/0.01,TA/0.24,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
359.97;111.73;0.39;PP/0.01,TA/0.25,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
419.95;111.18;0.43;PP/0.01,TA/0.26,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
479.7;111.04;0.46;PP/0.02,TA/0.27,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
539.64;111.02;0.49;PP/0.02,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
599.97;111.02;0.53;PP/0.02,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
659.91;110.73;0.57;PP/0.03,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
719.97;110.41;0.6;PP/0.03,TA/0.31,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
779.96;110.3;0.64;PP/0.03,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
839.99;110.18;0.66;PP/0.03,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
900;110.08;0.69;PP/0.03,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
959.83;110.08;0.72;PP/0.04,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1019.58;110.08;0.75;PP/0.04,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1079.96;110.01;0.78;PP/0.04,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1139.77;109.86;0.8;PP/0.04,TA/0.37,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1199.81;109.78;0.83;PP/0.04,TA/0.37,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1259.96;109.77;0.85;PP/0.05,TA/0.38,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1319.73;109.75;0.88;PP/0.05,TA/0.38,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1379.94;109.75;0.9;PP/0.05,TA/0.39,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1439.89;109.75;0.92;PP/0.06,TA/0.39,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1499.93;109.75;0.95;PP/0.06,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1559.83;109.75;0.97;PP/0.06,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1619.74;109.75;0.99;PP/0.06,TA/0.41,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1679.76;109.75;1.01;PP/0.07,TA/0.41,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1739.87;109.6;1.03;PP/0.07,TA/0.41,IS/0,PS/0.18,RB/0,OB/0.08,RP/0
1799.78;109.46;1.05;PP/0.07,TA/0.41,IS/0,PS/0.18,RB/0,OB/0.08,RP/0
