#TimeStamp;TripTime;Type
36;19;O
41;26;O
47;15;O
53;14;O
65;11;O
73;27;O
141;20;O
171;22;O
195;35;O
223;31;O
244;13;O
260;28;O
277;23;O
321;23;O
327;22;O
371;23;O
401;13;O
410;24;O
420;15;O
423;11;O
463;25;O
471;16;O
542;20;O
552;18;O
580;27;O
632;15;O
633;17;O
635;25;O
692;25;O
719;28;O
733;17;O
746;29;O
753;30;O
791;18;O
795;21;O
819;12;O
834;30;O
897;36;O
910;23;O
911;22;O
925;25;O
927;33;O
982;20;O
984;24;O
998;23;O
1017;13;O
1026;20;O
1058;19;O
1078;21;O
1159;30;O
1164;33;O
1166;27;O
1170;15;O
1224;22;O
1225;33;O
1233;15;O
1255;13;O
1290;32;O
1315;23;O
1333;30;O
1340;16;O
1366;32;O
1399;22;O
1407;25;O
1415;22;O
1421;20;O
1450;24;O
1474;16;O
1480;16;O
1507;21;O
1520;28;O
1525;20;O
1555;23;O
1576;24;O
1584;16;O
1586;17;O
1599;18;O
1630;13;O
1651;36;O
1670;25;O
1676;15;O
1690;19;O
1695;13;O
1695;15;O
1724;13;O
1768;14;O
1772;40;O
1779;20;O
1784;22;O
1792;26;O
1795;12;O
