#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.6;100;0;0;0;0;0;0;0;0;0
599.76;0.38;100;0;0;0;0;0;0;0;0;0
1199.69;0.2;100;0;0;0;0;0;0;0;0;0
1799.58;0.08;100;0;0;0;0;0;0;0;0;0
