#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;100.3;0.04;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.83;100.67;0.13;PP/0.01,TA/0.07,IS/0,PS/0.03,RB/0,OB/0.01,RP/0
119.86;99.75;0.21;PP/0.01,TA/0.13,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
179.72;99.73;0.25;PP/0.02,TA/0.15,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
239.74;99.73;0.27;PP/0.02,TA/0.15,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
299.91;99.73;0.3;PP/0.02,TA/0.17,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
359.99;99.6;0.33;PP/0.02,TA/0.18,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
419.6;99.53;0.36;PP/0.02,TA/0.18,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
479.71;99.53;0.38;PP/0.03,TA/0.19,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
539.82;99.21;0.41;PP/0.03,TA/0.2,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
599.95;99.03;0.44;PP/0.04,TA/0.2,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
659.82;98.89;0.47;PP/0.04,TA/0.21,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
719.97;98.89;0.49;PP/0.04,TA/0.22,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
779.98;98.89;0.52;PP/0.05,TA/0.22,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
839.76;98.89;0.54;PP/0.05,TA/0.23,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
899.8;98.84;0.57;PP/0.05,TA/0.23,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
959.99;98.75;0.6;PP/0.06,TA/0.24,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
1020;98.55;0.64;PP/0.06,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
1079.98;98.53;0.66;PP/0.07,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1139.81;98.53;0.68;PP/0.07,TA/0.27,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
1199.8;98.53;0.71;PP/0.07,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
1259.91;98.53;0.74;PP/0.07,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
1319.67;98.36;0.77;PP/0.08,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
1379.76;98.29;0.79;PP/0.08,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1439.69;98.15;0.81;PP/0.08,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1499.97;98.07;0.84;PP/0.08,TA/0.31,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1559.95;98.07;0.86;PP/0.09,TA/0.31,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1619.84;98.07;0.88;PP/0.09,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1679.61;97.9;0.91;PP/0.09,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1739.79;97.76;0.93;PP/0.09,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1799.97;97.7;0.95;PP/0.1,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
