#TimeStamp;TripTime;Type
39;18;O
58;25;O
60;41;O
61;11;O
68;12;O
71;37;O
108;17;O
146;22;O
150;13;O
151;19;O
181;23;O
183;16;O
186;28;O
221;24;O
243;10;O
271;17;O
303;23;O
309;37;O
316;24;O
322;12;O
325;16;O
371;14;O
379;20;O
399;18;O
400;24;O
417;13;O
441;21;O
483;26;O
496;24;O
514;27;O
523;26;O
544;15;O
576;25;O
607;71;O
617;23;O
632;19;O
641;12;O
653;23;O
657;19;O
702;22;O
710;25;O
727;24;O
738;26;O
744;35;O
763;18;O
782;23;O
808;23;O
818;12;O
821;27;O
836;23;O
849;26;O
887;26;O
933;18;O
949;66;O
969;23;O
990;14;O
997;22;O
1001;22;O
1007;26;O
1036;12;O
1041;12;O
1047;15;O
1074;14;O
1091;18;O
1108;15;O
1119;18;O
1146;10;O
1154;14;O
1157;17;O
1176;13;O
1182;19;O
1195;14;O
1205;13;O
1227;17;O
1228;14;O
1246;23;O
1254;18;O
1279;17;O
1280;24;O
1320;25;O
1341;18;O
1350;22;O
1355;17;O
1358;24;O
1370;28;O
1398;14;O
1410;22;O
1441;18;O
1449;29;O
1458;33;O
1487;34;O
1508;25;O
1526;22;O
1541;24;O
1552;24;O
1554;22;O
1581;28;O
1602;27;O
1630;24;O
1633;20;O
1678;19;O
1685;26;O
1686;28;O
1697;24;O
1709;32;O
1719;20;O
1772;20;O
1780;27;O
1799;31;O
