#TimeStamp;TripTime;Type
26;15;O
37;28;O
38;27;O
41;19;O
46;25;O
49;24;O
50;21;O
53;33;O
55;25;O
55;35;O
70;33;O
75;43;O
84;26;O
84;40;O
85;39;O
86;40;O
90;44;O
92;48;O
97;41;O
100;20;O
101;24;O
108;42;O
109;26;O
118;21;O
135;23;O
139;30;O
140;10;O
184;29;O
187;19;O
190;41;O
191;25;O
196;26;O
197;37;O
212;23;O
213;19;O
218;20;O
230;20;O
242;23;O
247;28;O
290;22;O
300;23;O
303;38;O
305;39;O
310;30;O
317;31;O
337;26;O
357;24;O
360;27;O
370;22;O
382;46;O
389;21;O
390;20;O
396;38;O
400;27;O
403;34;O
425;36;O
445;19;O
446;50;O
447;26;O
449;34;O
459;32;O
467;19;O
481;20;O
491;26;O
506;19;O
510;29;O
525;23;O
534;38;O
544;41;O
552;23;O
558;31;O
561;41;O
567;31;O
579;30;O
585;30;O
606;17;O
617;27;O
623;21;O
634;24;O
645;38;O
652;17;O
656;19;O
670;27;O
684;29;O
690;29;O
699;21;O
708;36;O
727;18;O
727;22;O
728;22;O
757;34;O
762;23;O
776;30;O
796;17;O
810;36;O
818;39;O
818;16;O
824;41;O
839;15;O
841;21;O
851;29;O
851;19;O
865;26;O
874;26;O
909;30;O
934;28;O
940;28;O
954;28;O
954;27;O
960;43;O
961;51;O
968;33;O
969;57;O
971;28;O
983;19;O
988;26;O
1000;23;O
1016;44;O
1020;21;O
1025;22;O
1025;13;O
1037;42;O
1040;21;O
1043;28;O
1072;28;O
1080;24;O
1085;28;O
1097;25;O
1113;34;O
1119;42;O
1133;24;O
1133;27;O
1138;24;O
1153;25;O
1160;25;O
1172;34;O
1178;15;O
1190;43;O
1198;37;O
1215;23;O
1222;33;O
1233;23;O
1237;37;O
1260;8;O
1264;19;O
1268;46;O
1273;26;O
1277;27;O
1284;31;O
1284;45;O
1292;24;O
1312;19;O
1338;34;O
1343;25;O
1346;31;O
1347;31;O
1351;30;O
1376;33;O
1401;18;O
1402;37;O
1403;23;O
1405;22;O
1414;54;O
1417;30;O
1422;45;O
1433;25;O
1436;34;O
1449;26;O
1451;25;O
1459;22;O
1461;29;O
1486;22;O
1491;39;O
1513;31;O
1516;24;O
1520;30;O
1527;33;O
1530;34;O
1531;29;O
1533;24;O
1538;30;O
1554;22;O
1584;21;O
1585;38;O
1601;35;O
1605;24;O
1608;26;O
1610;46;O
1624;42;O
1628;24;O
1644;28;O
1647;26;O
1655;25;O
1656;45;O
1670;32;O
1677;39;O
1678;19;O
1680;21;O
1682;14;O
1689;34;O
1708;26;O
1721;23;O
1737;27;O
1738;26;O
1752;22;O
1768;23;O
1775;7;O
1785;36;O
1794;27;O
1798;29;O
