#TimeStamp;TripTime;Type
33;14;O
44;19;O
46;22;O
62;24;O
64;14;O
75;25;O
129;12;O
153;18;O
169;13;O
200;17;O
214;39;O
236;26;O
260;14;O
274;18;O
285;18;O
289;30;O
342;28;O
348;14;O
373;27;O
385;25;O
407;24;O
421;9;O
462;22;O
473;23;O
479;24;O
524;22;O
549;24;O
563;30;O
570;32;O
580;22;O
612;19;O
620;24;O
660;24;O
678;23;O
690;37;O
696;20;O
741;22;O
743;15;O
777;15;O
819;26;O
821;25;O
851;32;O
871;15;O
871;22;O
889;48;O
919;23;O
936;29;O
958;26;O
966;18;O
982;22;O
996;21;O
1003;23;O
1056;18;O
1067;32;O
1102;31;O
1128;13;O
1131;16;O
1142;25;O
1162;27;O
1195;38;O
1223;19;O
1226;24;O
1229;13;O
1234;19;O
1300;30;O
1304;34;O
1315;25;O
1319;23;O
1323;29;O
1335;27;O
1385;23;O
1391;7;O
1420;15;O
1458;32;O
1474;21;O
1480;46;O
1483;32;O
1487;12;O
1511;33;O
1536;17;O
1546;15;O
1577;28;O
1601;28;O
1615;17;O
1619;17;O
1628;24;O
1635;22;O
1704;23;O
1707;11;O
1718;20;O
1728;38;O
1739;15;O
1781;18;O
1784;36;O
1793;14;O
