#TimeStamp;DistanceTraveled
60;211.83
119.99;53.49
179.99;144.42
239.66;143.25
299.94;126.43
359.8;176.36
419.97;103.65
479.91;174.2
539.77;143.56
599.78;188.48
659.97;186.96
719.9;158.99
779.68;172.76
839.79;177.63
900;183.23
959.68;126.98
1019.92;189.84
1079.99;182.14
1139.96;134.61
1199.92;163.17
1259.74;196.63
1319.9;141.7
1379.81;212.32
1439.97;209.01
1499.99;131.53
1559.96;188.67
1619.89;172.11
1679.86;160.59
1739.83;211.91
1799.67;188.21
