# Zb_Over_Za Zc_Over_Za ItemPileOneAvg DistanceTraveledPerBot DistanceTraveled TripCount OrderThroughputTimeAvg OrderTurnoverTimeAvg OrderPileOneAvg OrdersHandled 
1.3 5.28 7.617943548387096 822.9782490113762 4937.869494068257 296 97.67249152773519 447.04976290527605 4.920668377321603 472
1.35 5.33 7.106603853662677 840.5361545511904 5043.216927307142 311 90.08676861791169 427.6987934204102 4.659315847551142 475
1.4000000000000001 5.38 7.558813945910721 857.1813544186299 5143.08812651178 296 102.41543791774431 459.986510161579 4.8363778918214395 463
1.744186046511628 6.36046511627907 7.006761030480196 878.2656968158523 5269.594180895114 312 92.77845782616349 443.5908617159098 4.532839290903808 455
1.794186046511628 6.41046511627907 7.282099936748893 854.7915410233251 5128.749246139951 309 87.98047183566544 451.2696168208651 4.811195445920304 474
1.844186046511628 6.46046511627907 7.140920701265529 830.2065237012266 4981.23914220736 301 95.25677428644828 439.71444876813416 4.728753047718565 450
1.2371134020618555 5.546391752577319 6.430686090225564 879.37810245126 5276.26861470756 324 100.58797316940185 452.41319590458056 4.259367167919799 443
1.2871134020618555 5.596391752577319 6.888128306878307 847.063403184911 5082.380419109466 319 93.00485661917624 449.4702021413915 4.582671957671958 471
1.3371134020618556 5.646391752577319 6.940563725490196 880.9872917964412 5285.923750778647 310 102.39578492405855 462.96851037616887 4.515931372549019 450
10.204081632653061 2.642857142857143 6.5736284412755 860.9849406426105 5165.909643855663 320 105.41272287910532 453.4254328056974 4.280204000792236 441
10.254081632653062 2.6928571428571426 6.603641456582634 865.5705726482228 5193.423435889336 319 93.58674219480474 486.3458604413793 4.496918767507003 463
10.304081632653062 2.7428571428571424 6.875841750841751 866.0335925943174 5196.2015555659045 309 86.42245080114328 478.96202851207886 4.473169191919192 449
10.354081632653063 2.7928571428571423 7.135949355304194 843.1617221688261 5058.970333012957 307 96.38662575350546 451.49875792961893 4.685165014197272 461
10.404081632653064 2.842857142857142 6.3923485183547095 870.9001440052793 5225.400864031676 327 92.83090507245603 462.9515564250648 4.235913312693498 449
10.454081632653065 2.892857142857142 7.14077380952381 863.841285197099 5183.047711182594 314 93.84241804186209 477.807379809703 4.539285714285715 462
10.504081632653065 2.9428571428571417 7.693939393939394 837.487449149777 5024.924694898662 298 94.77988517682016 461.0118542784037 4.993939393939394 478
10.554081632653066 2.9928571428571416 6.935574229691877 850.2754502149136 5101.652701289481 319 88.82342139818833 466.2034816800601 4.671148459383754 486
10.604081632653067 3.0428571428571414 7.298675833969952 856.3205933262765 5137.923559957659 316 89.80018485736744 465.7776870296098 4.685841609371021 478
9.708737864077671 2.4271844660194177 7.226113671274962 847.4741528067924 5084.844916840754 315 89.94913497492789 429.3707190351582 4.7192012288786485 475
9.758737864077672 2.4771844660194176 7.46082018340083 845.458079474804 5072.748476848824 307 92.27931795371657 459.76303094734016 4.9617185681701805 489
9.808737864077672 2.5271844660194174 7.100713012477718 852.4323549812751 5114.5941298876505 313 95.34580293930934 438.3681383347207 4.60992275698158 461
9.858737864077673 2.577184466019417 6.942063492063492 865.3690649058273 5192.214389434964 316 94.8558464725336 441.3763629260553 4.606415343915344 473
9.908737864077674 2.627184466019417 7.48657531194296 849.8099638461302 5098.859783076781 305 100.56975416827791 452.61172949817956 4.9365901663695775 489
9.958737864077674 2.677184466019417 6.755059036309036 880.5962309010789 5283.577385406474 316 101.37938919888497 449.74871767871684 4.388240513240514 443
10.008737864077675 2.7271844660194167 6.723809523809524 875.4348817163426 5252.609290298055 321 91.87867605269084 459.19762389016876 4.466666666666667 469
10.058737864077676 2.7771844660194165 6.113284713284713 871.8408485946399 5231.045091567839 335 94.83861885726071 432.8900876550603 4.084963534963534 441
10.108737864077677 2.8271844660194163 6.678976455447043 871.3170656072551 5227.902393643531 328 92.00250381005308 418.34337474965196 4.366416837005072 463
10.158737864077677 2.877184466019416 6.102167182662538 907.0105803674805 5442.063482204883 328 98.5481321360221 460.2454936249428 4.0562435500516 429
10.208737864077678 2.927184466019416 7.2470568783068785 857.1150683338295 5142.690410002977 319 96.24604583991966 476.8665902150687 4.650595238095238 476
10.258737864077679 2.9771844660194158 7.282878151260505 860.3735266374803 5162.241159824882 314 97.28568570057665 458.5407287123052 4.686327030812325 472
10.30873786407768 3.0271844660194156 6.879725829725829 874.8420988202837 5249.052592921702 319 92.37124185375397 437.2268380470124 4.536435786435786 471
10.35873786407768 3.0771844660194154 7.1042016806722685 859.9979939321967 5159.98796359318 317 93.14992541406575 473.40180041052395 4.658823529411765 480
10.40873786407768 3.1271844660194152 7.228291316526611 884.6864471543594 5308.118682926156 318 92.21846616606494 469.7538198481009 4.615176979882862 470
10.458737864077682 3.177184466019415 6.964366352601647 877.4338419931811 5264.603051959087 315 99.92274241976098 463.5850747145195 4.449011119599355 454
10.508737864077682 3.227184466019415 7.527323348694317 828.9271643328035 4973.562985996821 305 93.45189937726363 435.28484262017855 4.936779953917051 482
10.558737864077683 3.2771844660194147 7.303174603174604 847.3193452583288 5083.916071549973 306 97.72267542187542 457.62507993176223 4.7 467
0.9745762711864407 1.0593220338983051 7.392361111111111 847.4944729605672 5084.966837763403 309 96.9165585483968 453.652499335294 4.760416666666667 474
1.0245762711864408 1.1093220338983052 7.844900619094168 847.671556060261 5086.029336361566 301 88.42234519636355 429.47642866690126 5.124144672531769 496
1.0745762711864408 1.1593220338983052 8.039321104786 845.6727400423164 5074.036440253898 295 90.65939378893381 438.3749723643891 5.0922622812565885 482
1.1245762711864409 1.2093220338983053 7.274206349206349 854.235253259113 5125.411519554678 306 88.19163306289627 447.10203479749106 4.698376623376624 470
1.174576271186441 1.2593220338983053 8.174168719211822 832.6907610169587 4996.144566101752 297 88.89326912589226 448.0003359147586 5.315065681444992 505
1.224576271186441 1.3093220338983054 7.377314814814814 841.0912265521459 5046.547359312875 314 94.50496209148939 454.6812876404203 4.725925925925925 484
1.274576271186441 1.3593220338983054 7.952941176470588 829.5726154410349 4977.43569264621 300 86.51646121475737 465.1020072223177 5.066666666666667 492
1.324576271186441 1.4093220338983055 7.82275083492122 836.488443465112 5018.930660790672 302 100.52532686976143 479.23024061101177 5.192574835576864 493
1.374576271186441 1.4593220338983055 7.185624628639334 852.3393170988302 5114.035902592981 305 104.43757221939157 473.15082045068084 4.585134432560904 453
1.5116279069767444 6.430232558139536 7.8133928571428575 844.1873979916408 5065.124387949844 302 92.44855667121725 468.14165382187764 5.051686507936508 486
1.5616279069767445 6.4802325581395355 6.970885323826501 853.3228580766836 5119.9371484601015 321 97.47663274761545 428.3359093157123 4.668993860170331 481
1.6116279069767445 6.530232558139535 6.9369747899159675 850.866755063385 5105.20053038031 313 95.73654025531523 458.73654710891554 4.517366946778711 465
1.263157894736842 5.6947368421052635 7.100280112044818 821.1955566389 4927.1733398334 318 94.25093129279547 434.6536540147139 4.608683473389355 479
1.313157894736842 5.744736842105263 6.742066563467493 876.5802196514197 5259.481317908519 322 87.71715778566728 443.36398243030555 4.472103973168214 461
1.3631578947368421 5.794736842105263 6.56917211328976 895.8764624880919 5375.258774928551 331 101.2775592628007 489.90510687526233 4.258714596949891 451
1.0204081632653061 5.520408163265306 7.389624228333905 868.1191993054102 5208.715195832461 313 94.25269228872767 458.62837351513735 4.780164328551425 476
1.0704081632653062 5.570408163265306 6.881962481962482 860.3348613948765 5162.009168369259 320 100.6990629729938 470.20948166498334 4.537662337662337 467
1.1204081632653062 5.620408163265306 7.086348380466028 855.1664596900581 5130.998758140348 323 95.27703505362412 429.99903528429644 4.62737871561401 478
0.6172839506172839 2.6234567901234565 6.861853832442068 853.1223001384766 5118.73380083086 314 99.67082319400383 473.19896035409295 4.496137849079026 454
0.667283950617284 2.6734567901234563 7.2026143790849675 857.672554501555 5146.03532700933 310 87.12222789732739 428.3594489134465 4.835115864527629 488
0.717283950617284 2.723456790123456 7.192319508448541 853.4125653437342 5120.475392062405 313 86.66366746127355 426.03858882226245 4.694930875576037 470
0.767283950617284 2.773456790123456 7.444109021907884 836.3815242629047 5018.289145577428 301 85.10602657373101 451.94985261134633 4.831253713606655 473
0.8172839506172841 2.8234567901234557 7.1844012605042025 854.9800577559407 5129.880346535644 311 95.43513736401127 463.5043362049161 4.832703081232492 487
0.8672839506172841 2.8734567901234556 6.978362573099415 861.478532940521 5168.871197643126 318 91.70782890513759 472.83885847757324 4.5697855750487335 463
0.9172839506172842 2.9234567901234554 7.329545454545454 849.9911450129315 5099.946870077589 303 95.63898023089399 458.2487293116381 4.69854797979798 460
0.9672839506172842 2.973456790123455 7.042434145375322 863.1887630752295 5179.132578451377 315 96.03541973576891 484.4255929686392 4.615666468607645 473
1.0172839506172842 3.023456790123455 6.2472376682903 886.4530537573227 5318.718322543936 329 102.43093539651407 501.2029168674154 4.093121829963935 438
0.44642857142857145 1.3928571428571428 6.892224768695357 866.7011327607257 5200.206796564355 314 97.01017616986248 489.32375667275954 4.557881334351923 465
0.49642857142857144 1.4428571428571428 6.914630172694689 860.4488131506322 5162.692878903793 298 102.28270716827816 510.0313677459257 4.613880742913001 448
0.5464285714285715 1.4928571428571429 7.2407407407407405 866.758376456397 5200.550258738382 306 87.70752289837424 454.71070373289893 4.71412037037037 466
0.5964285714285715 1.542857142857143 6.980095068330363 882.6948305851042 5296.168983510625 312 102.87358088880137 475.4578551181993 4.545454545454546 459
0.6464285714285716 1.592857142857143 6.564814814814814 895.5497709351968 5373.298625611181 321 94.45649874369468 473.6546271917394 4.395969498910675 456
0.6964285714285716 1.642857142857143 6.770028011204482 873.5318524948533 5241.19111496912 320 93.58029449564476 481.221964376033 4.4109243697478995 454
0.7464285714285717 1.692857142857143 6.834224598930482 881.0396275033945 5286.237765020367 313 110.8995821942586 479.4252728443951 4.463755199049317 451
0.7964285714285717 1.742857142857143 7.362373737373737 849.0759226497088 5094.4555358982525 301 95.72983979810267 432.4830968084682 4.906881313131313 476
0.8464285714285718 1.7928571428571431 6.812483912483913 889.7081520733199 5338.248912439919 321 95.30092540701975 463.5254074445816 4.425032175032175 455
0.3861003861003861 0.9652509652509652 7.5167297979797985 843.4862067096766 5060.91724025806 304 93.12176571837794 476.53477057837944 4.890782828282828 479
0.4361003861003861 1.0152509652509651 7.111111111111111 853.306519128641 5119.839114771846 308 81.88298539285445 437.66799618893094 4.676767676767677 463
