#TimeStamp;TripTime;Type
35;19;O
42;18;O
43;20;O
62;16;O
63;17;O
67;22;O
150;18;O
186;26;O
188;26;O
214;26;O
230;22;O
251;29;O
287;21;O
287;28;O
291;14;O
320;21;O
337;14;O
383;17;O
409;20;O
427;25;O
433;16;O
445;9;O
470;22;O
472;15;O
512;25;O
529;15;O
550;16;O
565;16;O
569;14;O
575;7;O
622;21;O
622;16;O
651;25;O
660;26;O
688;31;O
700;24;O
712;26;O
730;24;O
771;14;O
781;24;O
811;19;O
812;26;O
833;17;O
848;28;O
884;31;O
908;22;O
924;20;O
929;24;O
940;24;O
953;17;O
995;24;O
1014;17;O
1019;26;O
1028;29;O
1067;20;O
1072;18;O
1111;21;O
1128;15;O
1129;25;O
1168;33;O
1168;17;O
1196;30;O
1215;23;O
1245;12;O
1255;26;O
1276;10;O
1287;27;O
1298;18;O
1307;7;O
1343;15;O
1346;11;O
1378;15;O
1407;18;O
1411;47;O
1414;16;O
1419;16;O
1440;48;O
1491;18;O
1502;21;O
1505;17;O
1512;29;O
1532;26;O
1575;23;O
1586;32;O
1589;26;O
1601;20;O
1606;20;O
1621;24;O
1657;13;O
1671;16;O
1687;26;O
1691;13;O
1704;38;O
1707;32;O
1733;16;O
1744;28;O
1773;14;O
1796;21;O
1800;24;O
