#TimeStamp;TripTime;Type
30;19;O
36;13;O
38;17;O
45;28;O
51;25;O
58;19;O
65;20;O
69;18;O
83;19;O
99;25;O
194;12;O
214;13;O
232;15;O
327;14;O
401;23;O
439;17;O
470;20;O
525;31;O
546;24;O
586;17;O
599;17;O
632;15;O
636;22;O
716;17;O
737;26;O
778;19;O
810;19;O
831;11;O
854;6;O
891;26;O
903;16;O
957;20;O
961;22;O
988;22;O
1032;20;O
1042;29;O
1042;21;O
1116;22;O
1127;28;O
1157;20;O
1181;27;O
1256;26;O
1263;19;O
1274;14;O
1353;25;O
1373;28;O
1402;20;O
1427;17;O
1476;22;O
1482;17;O
1531;19;O
1587;26;O
1599;18;O
1654;14;O
1682;19;O
1703;23;O
1748;18;O
1760;26;O
1783;17;O
1792;18;O
