#TimeStamp;DistanceTraveled
59.97;298.46
119.78;65.54
179.87;13
239.88;69
299.92;12
359.68;33
419.87;46
479.98;70.32
540;78.68
599.98;104.08
659.93;53.92
719.93;71.25
779.64;67.31
839.7;68.71
899.84;86.58
959.82;107.3
1019.77;113.48
1079.98;85.73
1139.85;118.47
1199.72;58.49
1259.62;96.37
1319.73;40.12
1379.84;107.02
1439.91;64.27
1499.82;82.88
1559.92;66.02
1619.87;68.29
1679.93;86.4
1739.84;93.86
1800;120.51
