#TimeStamp;TripTime;Type
41;23;O
42;16;O
49;28;O
56;24;O
60;12;O
63;16;O
114;13;O
129;18;O
144;19;O
158;15;O
167;27;O
204;21;O
222;33;O
230;16;O
260;18;O
281;20;O
295;24;O
321;17;O
335;24;O
350;17;O
369;20;O
380;21;O
411;21;O
422;19;O
441;23;O
456;29;O
496;24;O
498;25;O
498;15;O
541;20;O
543;15;O
560;14;O
588;14;O
588;14;O
590;14;O
628;15;O
658;18;O
662;20;O
678;19;O
679;15;O
708;17;O
710;25;O
754;22;O
762;28;O
803;33;O
819;14;O
827;29;O
834;17;O
845;19;O
866;25;O
886;22;O
904;30;O
921;24;O
926;23;O
945;22;O
959;19;O
977;28;O
996;18;O
1026;18;O
1053;21;O
1074;21;O
1080;16;O
1112;15;O
1115;14;O
1122;15;O
1163;17;O
1198;27;O
1204;20;O
1214;20;O
1247;19;O
1249;20;O
1287;20;O
1299;32;O
1347;33;O
1353;15;O
1354;70;O
1359;32;O
1395;15;O
1411;25;O
1423;21;O
1451;37;O
1462;21;O
1484;21;O
1485;21;O
1501;13;O
1547;40;O
1561;29;O
1580;15;O
1595;31;O
1596;25;O
1605;23;O
1630;20;O
1650;24;O
1668;18;O
1668;13;O
1688;12;O
1691;21;O
1712;20;O
1734;19;O
1737;26;O
1763;15;O
1768;15;O
1771;29;O
1795;13;O
