#TimeStamp;TripTime;Type
39;18;O
58;25;O
60;41;O
61;11;O
68;12;O
71;37;O
104;13;O
145;18;O
151;16;O
165;19;O
178;27;O
184;14;O
194;23;O
209;14;O
210;12;O
261;18;O
264;24;O
291;25;O
312;27;O
313;20;O
335;14;O
356;13;O
376;24;O
402;21;O
414;21;O
423;26;O
443;18;O
476;18;O
492;26;O
525;23;O
537;33;O
554;15;O
556;22;O
563;15;O
570;22;O
606;7;O
609;20;O
649;18;O
660;26;O
678;26;O
686;30;O
698;18;O
727;20;O
737;30;O
765;24;O
773;42;O
782;17;O
793;26;O
819;19;O
837;17;O
853;25;O
861;21;O
877;28;O
892;23;O
901;13;O
947;19;O
953;13;O
974;19;O
1005;22;O
1018;29;O
1018;12;O
1027;23;O
1030;20;O
1099;27;O
1132;23;O
1142;19;O
1142;33;O
1145;23;O
1199;14;O
1221;20;O
1243;23;O
1246;18;O
1250;24;O
1260;19;O
1264;23;O
1316;22;O
1331;15;O
1332;18;O
1358;27;O
1361;27;O
1378;21;O
1385;21;O
1410;21;O
1440;21;O
1442;26;O
1455;20;O
1466;22;O
1477;12;O
1486;32;O
1533;21;O
1538;14;O
1545;27;O
1551;29;O
1586;16;O
1588;25;O
1618;15;O
1632;12;O
1638;13;O
1642;26;O
1676;19;O
1680;22;O
1697;26;O
1704;14;O
1724;24;O
1743;13;O
1773;18;O
1785;24;O
1788;25;O
