#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;109.77;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.63;111.02;0.12;PP/0,TA/0.08,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.82;103.57;0.23;PP/0,TA/0.17,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
179.71;93.42;0.3;PP/0.01,TA/0.22,IS/0,PS/0.11,RB/0,OB/0.01,RP/0
239.97;87.96;0.33;PP/0.01,TA/0.23,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
299.79;83.13;0.36;PP/0.01,TA/0.24,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
359.7;76.57;0.4;PP/0.01,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
419.96;71.11;0.43;PP/0.02,TA/0.26,IS/0,PS/0.13,RB/0,OB/0.03,RP/0
479.8;66.75;0.46;PP/0.02,TA/0.26,IS/0,PS/0.13,RB/0,OB/0.03,RP/0
539.94;63.78;0.49;PP/0.02,TA/0.27,IS/0,PS/0.13,RB/0,OB/0.03,RP/0
599.93;61.99;0.52;PP/0.02,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
659.71;61.99;0.55;PP/0.02,TA/0.29,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
719.81;61.99;0.58;PP/0.03,TA/0.3,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
779.93;61.97;0.61;PP/0.03,TA/0.3,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
839.96;61.52;0.64;PP/0.03,TA/0.31,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
899.83;61.39;0.67;PP/0.03,TA/0.32,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
959.99;61.3;0.69;PP/0.04,TA/0.33,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1019.67;61.3;0.73;PP/0.04,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1079.97;61.3;0.76;PP/0.04,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1139.77;61.3;0.79;PP/0.04,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1199.95;61.28;0.82;PP/0.05,TA/0.36,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1259.7;61.13;0.85;PP/0.05,TA/0.37,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1319.66;60.88;0.88;PP/0.05,TA/0.38,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1379.97;60.76;0.9;PP/0.06,TA/0.38,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1439.8;60.71;0.93;PP/0.06,TA/0.39,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1499.95;60.5;0.96;PP/0.06,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1559.81;60.5;0.98;PP/0.06,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1619.99;60.5;1;PP/0.07,TA/0.41,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1679.92;60.5;1.03;PP/0.07,TA/0.41,IS/0,PS/0.18,RB/0,OB/0.07,RP/0
1739.95;60.5;1.05;PP/0.07,TA/0.42,IS/0,PS/0.18,RB/0,OB/0.07,RP/0
1799.74;60.5;1.07;PP/0.07,TA/0.42,IS/0,PS/0.18,RB/0,OB/0.08,RP/0
