# SectorTime BundlesPlaced
0 611.9139832674406
0.08333333333333333 610.586655988523
0.16666666666666666 611.2480424274471
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
0.23035 612.5322924133253
