# SectorTime BundleThroughputAgeAverage
0 195.06806451612903
0.016591666666666668 195.06806451612903
0.033325 224.2651515151515
0.049994444444444446 224.2651515151515
0.06658888888888889 239.3885294117647
0.08332777777777778 270.4380555555556
0.09998611111111111 286.20783783783787
0.11665555555555555 301.15500000000003
0.13329166666666667 301.15500000000003
0.14999722222222223 329.69000000000005
0.16655277777777777 329.69000000000005
0.18333333333333332 353.65833333333336
0.19993611111111112 353.65833333333336
0.21664166666666668 375.8395454545455
0.23330277777777778 384.8455555555556
0.24999722222222223 392.58739130434793
0.26666666666666666 398.80255319148944
0.2833 404.0835416666668
0.29990555555555554 404.0835416666668
0.31659166666666666 408.3236734693878
0.3333138888888889 415.30431372549026
0.34996666666666665 415.30431372549026
0.3665833333333333 418.83173076923083
0.38332222222222223 427.2316666666668
0.3999916666666667 432.0518181818183
0.41665555555555556 437.27357142857153
0.43330277777777776 437.27357142857153
0.44997777777777775 448.7134482758622
0.46663055552777777 448.7134482758622
0.4832194444444444 454.88491525423746
0.49995833333333334 461.36650000000014
0.51665 483.9416949152544
0.5332444444444444 491.7665000000001
0.5499972222222222 525.0643333333335
0.5666583333333334 542.4643333333335
0.5832972222222222 551.104918032787
0.59992777775 560.2900000000002
0.616625 587.7354098360657
0.6333249999722222 616.8318333333335
0.6499916666388889 625.1890163934429
0.6666583333055556 654.7535000000003
0.6832805555555556 654.7535000000003
0.6999972221944445 694.316666666667
0.7165527777777778 694.316666666667
0.7332472222222223 714.7315000000002
0.7499833333333333 736.621666666667
0.7666416666666667 757.9965000000003
0.7832944444444444 789.006229508197
0.7999527777777777 808.9769491525426
0.8166472222222222 828.5537288135594
0.8333 838.9081666666667
0.85 877.5280000000002
0.8666583333055555 896.7140000000002
0.8832333333333333 896.7140000000002
0.8999194444444445 915.6308333333335
0.9166555555555556 945.1757377049182
0.9333194444444445 960.7708474576272
0.9498972222222222 971.6675
0.9666611111111111 1011.1473333333334
0.983325 1018.3411864406779
0.9999833333333333 1050.776
1.0166583333333334 1070.2278333333331
1.033311111111111 1089.4479999999999
1.0499333333333334 1089.4479999999999
1.0665638888888889 1108.2368333333332
1.08325 1126.7616666666663
1.0999833333333333 1163.2585
1.1165611111111111 1163.2585
1.1333027777777778 1194.7806557377048
1.1499416666666666 1213.1759016393441
1.1666555555555556 1234.2036065573768
1.183325 1263.2319999999997
1.1999583333333332 1263.2319999999997
1.2166388888888888 1308.4938333333332
1.2333305555555556 1332.5563333333332
1.249986111111111 1357.7609999999997
1.2666583333333334 1384.073166666666
1.2832694444444444 1384.073166666666
1.299975 1439.8569999999995
1.3166555555555555 1468.5963333333327
1.3333111111111111 1498.4241666666665
1.3499305555555556 1498.4241666666665
1.3666361111111112 1527.8915
1.383325 1588.8559999999998
1.3999666666666666 1604.0511864406778
1.4166 1636.307213114754
1.43332777775 1682.623166666667
1.4499444444444445 1713.3303333333336
1.4666444444444444 1728.7798360655738
1.483325 1774.3473333333336
1.4999805555555557 1774.3473333333336
1.5166277777777777 1804.675166666667
1.5332305555555557 1834.0893333333338
1.5499888888888889 1892.0620000000004
1.5666305555555555 1906.4359322033902
1.583325 1935.0416949152545
1.5999027777777777 1949.2046666666672
1.6165972222222222 2011.3033333333337
1.6332305555555555 2011.3033333333337
1.6498861111111112 2041.9658333333339
1.666625 2089.297213114755
1.683286111111111 2104.9741666666678
1.699961111111111 2167.3651666666674
1.7166305555555557 2182.451639344263
1.7333305555555556 2213.4503278688535
1.7499722222222223 2242.853770491804
1.7666416666666667 2272.2331147540995
1.7833027777777777 2316.294000000001
1.7999277777777778 2330.3568852459025
1.8165555555555555 2345.5076666666673
1.8332694444444444 2377.6111666666675
1.8499694444444446 2441.688666666667
1.8666444444444446 2473.491666666667
1.8832638888888888 2489.185081967213
1.8999972222222221 2536.4561666666664
1.916588888888889 2536.4561666666664
1.933325 2582.6734426229514
1.9499 2598.8085000000005
1.9666166666666667 2642.935081967213
1.9832833333333333 2672.039836065574
2 2715.724666666667
2.0166333333333335 2730.8583050847465
2.033313888888889 2776.982500000001
2.049988888888889 2793.999836065575
2.066638888888889 2824.988135593221
2.0833305555555555 2873.330000000001
2.0999333333333334 2889.2218644067802
2.1165583333333333 2904.9438333333337
2.1332666666666666 2952.839322033899
2.1499333333333333 2984.2108474576276
2.166611111111111 2999.192333333334
2.1833027777777776 3057.4991666666674
2.1999444444444443 3057.4991666666674
2.2166083333333333 3086.6308333333336
2.2332833333333335 3115.1718333333333
2.2499277777777777 3143.9875
2.2665694444444444 3176.3766666666666
2.2832444444444446 3209.0821666666666
2.299913888888889 3241.1523333333334
2.3166611111111113 3304.9849999999997
2.333283333333333 3321.0464406779656
2.3499333333333334 3336.746666666666
2.366561111111111 3368.1759999999995
2.383227777777778 3399.611666666666
2.3999277777777777 3428.8478333333333
2.416663888888889 3486.339333333333
2.433236111111111 3486.339333333333
2.4499583333333335 3529.640169491525
2.4666083333333333 3543.2069999999994
2.483236111111111 3575.727166666665
2.499919444416667 3608.630666666665
2.51665 3656.4630508474565
2.5332944444444445 3688.8303278688513
2.5499833333333335 3704.9076666666656
2.566647222222222 3768.347166666666
2.58325 3768.347166666666
2.599972222222222 3828.221166666666
2.6166638888888887 3856.5148333333327
2.6333305555555557 3884.5193333333323
2.649958333333333 3912.495499999999
2.666638888888889 3945.127833333332
2.6832833333333332 3945.127833333332
2.6999944444444446 3993.3364406779647
2.7166361111111113 4042.401499999998
2.733299999972222 4073.947999999998
2.7499972222222224 4105.938499999998
2.766661111111111 4137.164666666665
2.7833055555555557 4153.953389830507
2.7999638888888887 4185.69474576271
2.8165833333333334 4200.514166666665
2.833327777777778 4256.581333333332
2.8499444444444446 4284.331499999998
2.866563888861111 4298.76847457627
2.883311111111111 4331.6238983050835
2.8999805555555556 4382.271333333332
2.9166166666666666 4382.271333333332
2.9332861111111113 4447.523333333332
2.9499833333333334 4479.402999999999
2.9666638888888888 4511.866999999998
2.9832972222222223 4543.547499999999
2.9999666666388887 4560.624915254236
3.0166666666666666 4607.615333333333
3.03325 4607.615333333333
3.0499944444444442 4662.280499999999
3.066647222222222 4675.385573770491
3.0832777777777776 4704.251694915253
3.099913888888889 4722.302333333331
3.1166638888888887 4772.517213114753
3.1333166666666665 4804.793278688524
3.1499305555555557 4820.622666666665
3.1665555555555556 4852.682166666666
