#TimeStamp;TripTime;Type
33;11;O
36;18;O
54;28;O
68;21;O
73;12;O
84;28;O
110;17;O
115;20;O
144;19;O
168;12;O
192;17;O
200;13;O
223;30;O
241;11;O
280;25;O
283;14;O
285;20;O
305;18;O
310;22;O
361;12;O
397;29;O
400;17;O
411;15;O
425;36;O
442;15;O
465;15;O
487;21;O
504;19;O
520;21;O
537;23;O
567;21;O
599;25;O
613;40;O
616;26;O
634;29;O
659;24;O
700;19;O
701;25;O
742;14;O
749;22;O
768;21;O
771;12;O
802;13;O
804;29;O
816;13;O
827;21;O
872;11;O
880;19;O
898;24;O
910;15;O
913;17;O
943;21;O
945;14;O
971;20;O
1009;35;O
1027;26;O
1036;23;O
1061;24;O
1064;14;O
1079;28;O
1095;15;O
1152;17;O
1153;13;O
1153;24;O
1170;29;O
1172;29;O
1180;13;O
1217;12;O
1249;29;O
1251;12;O
1261;14;O
1283;39;O
1336;26;O
1345;14;O
1347;21;O
1367;24;O
1378;15;O
1428;26;O
1434;27;O
1439;18;O
1448;24;O
1461;32;O
1504;15;O
1513;32;O
1528;21;O
1538;11;O
1582;19;O
1585;22;O
1599;17;O
1611;23;O
1654;21;O
1690;23;O
1707;17;O
1707;25;O
1711;23;O
1718;11;O
1754;23;O
1785;19;O
